mineral_name,rruff_chemistry,chemistry_elements
Lusernaite-(Y),Y_4_Al(CO_3_)_2_(OH)_10_F·6H_2_O,Y
Lusernaite-(Y),Y_4_Al(CO_3_)_2_(OH)_10_F·6H_2_O,Al
Lusernaite-(Y),Y_4_Al(CO_3_)_2_(OH)_10_F·6H_2_O,C
Lusernaite-(Y),Y_4_Al(CO_3_)_2_(OH)_10_F·6H_2_O,O
Lusernaite-(Y),Y_4_Al(CO_3_)_2_(OH)_10_F·6H_2_O,H
Lusernaite-(Y),Y_4_Al(CO_3_)_2_(OH)_10_F·6H_2_O,F
Tubulite,Ag_2_Pb_22_Sb_20_S_53_,Ag
Tubulite,Ag_2_Pb_22_Sb_20_S_53_,Pb
Tubulite,Ag_2_Pb_22_Sb_20_S_53_,Sb
Tubulite,Ag_2_Pb_22_Sb_20_S_53_,S
Fuettererite,Pb^2+^_3_Cu^2+^_6_Te^6+^O_6_(OH)_7_Cl^1-^_5_,Pb
Fuettererite,Pb^2+^_3_Cu^2+^_6_Te^6+^O_6_(OH)_7_Cl^1-^_5_,Cu
Fuettererite,Pb^2+^_3_Cu^2+^_6_Te^6+^O_6_(OH)_7_Cl^1-^_5_,Te
Fuettererite,Pb^2+^_3_Cu^2+^_6_Te^6+^O_6_(OH)_7_Cl^1-^_5_,O
Fuettererite,Pb^2+^_3_Cu^2+^_6_Te^6+^O_6_(OH)_7_Cl^1-^_5_,H
Fuettererite,Pb^2+^_3_Cu^2+^_6_Te^6+^O_6_(OH)_7_Cl^1-^_5_,Cl
Fluorchegemite,Ca_7_(SiO_4_)_3_F_2_,Ca
Fluorchegemite,Ca_7_(SiO_4_)_3_F_2_,Si
Fluorchegemite,Ca_7_(SiO_4_)_3_F_2_,O
Fluorchegemite,Ca_7_(SiO_4_)_3_F_2_,F
Hydroxyledgrewite,Ca_9_(SiO_4_)_4_(OH)_2_,Ca
Hydroxyledgrewite,Ca_9_(SiO_4_)_4_(OH)_2_,Si
Hydroxyledgrewite,Ca_9_(SiO_4_)_4_(OH)_2_,O
Hydroxyledgrewite,Ca_9_(SiO_4_)_4_(OH)_2_,H
Vanackerite,Pb^2+^_4_Cd^2+^(As^5+^O_4_)_3_Cl,Pb
Vanackerite,Pb^2+^_4_Cd^2+^(As^5+^O_4_)_3_Cl,Cd
Vanackerite,Pb^2+^_4_Cd^2+^(As^5+^O_4_)_3_Cl,As
Vanackerite,Pb^2+^_4_Cd^2+^(As^5+^O_4_)_3_Cl,O
Vanackerite,Pb^2+^_4_Cd^2+^(As^5+^O_4_)_3_Cl,Cl
Agaite,Pb^2+^_3_Cu^2+^Te^6+^O_5_(OH)_2_(CO_3_),Pb
Agaite,Pb^2+^_3_Cu^2+^Te^6+^O_5_(OH)_2_(CO_3_),Cu
Agaite,Pb^2+^_3_Cu^2+^Te^6+^O_5_(OH)_2_(CO_3_),Te
Agaite,Pb^2+^_3_Cu^2+^Te^6+^O_5_(OH)_2_(CO_3_),O
Agaite,Pb^2+^_3_Cu^2+^Te^6+^O_5_(OH)_2_(CO_3_),H
Agaite,Pb^2+^_3_Cu^2+^Te^6+^O_5_(OH)_2_(CO_3_),C
Lahnsteinite,Zn^2+^_4_(S^6+^O_4_)(OH)_6_·3H_2_O,Zn
Lahnsteinite,Zn^2+^_4_(S^6+^O_4_)(OH)_6_·3H_2_O,S
Lahnsteinite,Zn^2+^_4_(S^6+^O_4_)(OH)_6_·3H_2_O,O
Lahnsteinite,Zn^2+^_4_(S^6+^O_4_)(OH)_6_·3H_2_O,H
Yaroshevskite,Cu^2+^_9_O_2_(V^5+^O_4_)_4_Cl_2_,Cu
Yaroshevskite,Cu^2+^_9_O_2_(V^5+^O_4_)_4_Cl_2_,O
Yaroshevskite,Cu^2+^_9_O_2_(V^5+^O_4_)_4_Cl_2_,V
Yaroshevskite,Cu^2+^_9_O_2_(V^5+^O_4_)_4_Cl_2_,Cl
Hydroxymanganopyrochlore,"(Mn^2+^,Th^4+^,Na,Ca,Ce^3+^)_2_(Nb^5+^,Ti^4+^)_2_O_6_(OH)",Mn
Hydroxymanganopyrochlore,"(Mn^2+^,Th^4+^,Na,Ca,Ce^3+^)_2_(Nb^5+^,Ti^4+^)_2_O_6_(OH)",Th
Hydroxymanganopyrochlore,"(Mn^2+^,Th^4+^,Na,Ca,Ce^3+^)_2_(Nb^5+^,Ti^4+^)_2_O_6_(OH)",Na
Hydroxymanganopyrochlore,"(Mn^2+^,Th^4+^,Na,Ca,Ce^3+^)_2_(Nb^5+^,Ti^4+^)_2_O_6_(OH)",Ca
Hydroxymanganopyrochlore,"(Mn^2+^,Th^4+^,Na,Ca,Ce^3+^)_2_(Nb^5+^,Ti^4+^)_2_O_6_(OH)",REE
Hydroxymanganopyrochlore,"(Mn^2+^,Th^4+^,Na,Ca,Ce^3+^)_2_(Nb^5+^,Ti^4+^)_2_O_6_(OH)",Nb
Hydroxymanganopyrochlore,"(Mn^2+^,Th^4+^,Na,Ca,Ce^3+^)_2_(Nb^5+^,Ti^4+^)_2_O_6_(OH)",Ti
Hydroxymanganopyrochlore,"(Mn^2+^,Th^4+^,Na,Ca,Ce^3+^)_2_(Nb^5+^,Ti^4+^)_2_O_6_(OH)",O
Hydroxymanganopyrochlore,"(Mn^2+^,Th^4+^,Na,Ca,Ce^3+^)_2_(Nb^5+^,Ti^4+^)_2_O_6_(OH)",H
Stepite,U^4+^(As^5+^O_3_OH)_2_·4H_2_O,U
Stepite,U^4+^(As^5+^O_3_OH)_2_·4H_2_O,As
Stepite,U^4+^(As^5+^O_3_OH)_2_·4H_2_O,O
Stepite,U^4+^(As^5+^O_3_OH)_2_·4H_2_O,H
Babanekite,Cu^2+^_3_(As^5+^O_4_)_2_·8H_2_O,Cu
Babanekite,Cu^2+^_3_(As^5+^O_4_)_2_·8H_2_O,As
Babanekite,Cu^2+^_3_(As^5+^O_4_)_2_·8H_2_O,O
Babanekite,Cu^2+^_3_(As^5+^O_4_)_2_·8H_2_O,H
Cayalsite-(Y),CaY_6_Al_2_Si_4_O_18_F_6_,Ca
Cayalsite-(Y),CaY_6_Al_2_Si_4_O_18_F_6_,Y
Cayalsite-(Y),CaY_6_Al_2_Si_4_O_18_F_6_,Al
Cayalsite-(Y),CaY_6_Al_2_Si_4_O_18_F_6_,Si
Cayalsite-(Y),CaY_6_Al_2_Si_4_O_18_F_6_,O
Cayalsite-(Y),CaY_6_Al_2_Si_4_O_18_F_6_,F
Joanneumite,Cu(C_3_N_3_O_3_H_2_)_2_(N^3-^H_3_)_2_,Cu
Joanneumite,Cu(C_3_N_3_O_3_H_2_)_2_(N^3-^H_3_)_2_,C
Joanneumite,Cu(C_3_N_3_O_3_H_2_)_2_(N^3-^H_3_)_2_,N
Joanneumite,Cu(C_3_N_3_O_3_H_2_)_2_(N^3-^H_3_)_2_,O
Joanneumite,Cu(C_3_N_3_O_3_H_2_)_2_(N^3-^H_3_)_2_,H
Cerchiaraite-(Al),Ba_4_Al_4_(Si_4_O_12_)O_2_(OH)_4_Cl_2_[Si_2_O_3_(OH)_4_],Ba
Cerchiaraite-(Al),Ba_4_Al_4_(Si_4_O_12_)O_2_(OH)_4_Cl_2_[Si_2_O_3_(OH)_4_],Al
Cerchiaraite-(Al),Ba_4_Al_4_(Si_4_O_12_)O_2_(OH)_4_Cl_2_[Si_2_O_3_(OH)_4_],Si
Cerchiaraite-(Al),Ba_4_Al_4_(Si_4_O_12_)O_2_(OH)_4_Cl_2_[Si_2_O_3_(OH)_4_],O
Cerchiaraite-(Al),Ba_4_Al_4_(Si_4_O_12_)O_2_(OH)_4_Cl_2_[Si_2_O_3_(OH)_4_],H
Cerchiaraite-(Al),Ba_4_Al_4_(Si_4_O_12_)O_2_(OH)_4_Cl_2_[Si_2_O_3_(OH)_4_],Cl
Cerchiaraite-(Fe),Ba_4_Fe^3+^_4_(Si_4_O_12_)O_2_(OH)_4_Cl_2_[Si_2_O_3_(OH)_4_],Ba
Cerchiaraite-(Fe),Ba_4_Fe^3+^_4_(Si_4_O_12_)O_2_(OH)_4_Cl_2_[Si_2_O_3_(OH)_4_],Fe
Cerchiaraite-(Fe),Ba_4_Fe^3+^_4_(Si_4_O_12_)O_2_(OH)_4_Cl_2_[Si_2_O_3_(OH)_4_],Si
Cerchiaraite-(Fe),Ba_4_Fe^3+^_4_(Si_4_O_12_)O_2_(OH)_4_Cl_2_[Si_2_O_3_(OH)_4_],O
Cerchiaraite-(Fe),Ba_4_Fe^3+^_4_(Si_4_O_12_)O_2_(OH)_4_Cl_2_[Si_2_O_3_(OH)_4_],H
Cerchiaraite-(Fe),Ba_4_Fe^3+^_4_(Si_4_O_12_)O_2_(OH)_4_Cl_2_[Si_2_O_3_(OH)_4_],Cl
Schluterite-(Y),Y_2_AlSi_2_O_7_(OH)_2_F,Y
Schluterite-(Y),Y_2_AlSi_2_O_7_(OH)_2_F,REE
Schluterite-(Y),Y_2_AlSi_2_O_7_(OH)_2_F,Al
Schluterite-(Y),Y_2_AlSi_2_O_7_(OH)_2_F,Si
Schluterite-(Y),Y_2_AlSi_2_O_7_(OH)_2_F,O
Schluterite-(Y),Y_2_AlSi_2_O_7_(OH)_2_F,H
Schluterite-(Y),Y_2_AlSi_2_O_7_(OH)_2_F,F
Raberite,Tl_5_Ag_4_As_6_SbS_15_,Tl
Raberite,Tl_5_Ag_4_As_6_SbS_15_,Ag
Raberite,Tl_5_Ag_4_As_6_SbS_15_,As
Raberite,Tl_5_Ag_4_As_6_SbS_15_,Sb
Raberite,Tl_5_Ag_4_As_6_SbS_15_,S
Arangasite,Al_2_(SO_4_)(PO_4_)F·9H_2_O,Al
Arangasite,Al_2_(SO_4_)(PO_4_)F·9H_2_O,S
Arangasite,Al_2_(SO_4_)(PO_4_)F·9H_2_O,O
Arangasite,Al_2_(SO_4_)(PO_4_)F·9H_2_O,P
Arangasite,Al_2_(SO_4_)(PO_4_)F·9H_2_O,F
Arangasite,Al_2_(SO_4_)(PO_4_)F·9H_2_O,H
Bobmeyerite,Pb^2+^_4_(Al_3_Cu^2+^)(Si_4_O_12_)(S^6+^_0.5_Si_0.5_O_4_)(OH)_7_Cl·3H_2_O,Pb
Bobmeyerite,Pb^2+^_4_(Al_3_Cu^2+^)(Si_4_O_12_)(S^6+^_0.5_Si_0.5_O_4_)(OH)_7_Cl·3H_2_O,Al
Bobmeyerite,Pb^2+^_4_(Al_3_Cu^2+^)(Si_4_O_12_)(S^6+^_0.5_Si_0.5_O_4_)(OH)_7_Cl·3H_2_O,Cu
Bobmeyerite,Pb^2+^_4_(Al_3_Cu^2+^)(Si_4_O_12_)(S^6+^_0.5_Si_0.5_O_4_)(OH)_7_Cl·3H_2_O,Si
Bobmeyerite,Pb^2+^_4_(Al_3_Cu^2+^)(Si_4_O_12_)(S^6+^_0.5_Si_0.5_O_4_)(OH)_7_Cl·3H_2_O,O
Bobmeyerite,Pb^2+^_4_(Al_3_Cu^2+^)(Si_4_O_12_)(S^6+^_0.5_Si_0.5_O_4_)(OH)_7_Cl·3H_2_O,S
Bobmeyerite,Pb^2+^_4_(Al_3_Cu^2+^)(Si_4_O_12_)(S^6+^_0.5_Si_0.5_O_4_)(OH)_7_Cl·3H_2_O,H
Bobmeyerite,Pb^2+^_4_(Al_3_Cu^2+^)(Si_4_O_12_)(S^6+^_0.5_Si_0.5_O_4_)(OH)_7_Cl·3H_2_O,Cl
Oxycalcioromeite,Ca_2_Sb^5+^_2_O_7_,Ca
Oxycalcioromeite,Ca_2_Sb^5+^_2_O_7_,Sb
Oxycalcioromeite,Ca_2_Sb^5+^_2_O_7_,O
Kleberite,Fe^3+^Ti^4+^_6_O_11_(OH)_5_,Fe
Kleberite,Fe^3+^Ti^4+^_6_O_11_(OH)_5_,Ti
Kleberite,Fe^3+^Ti^4+^_6_O_11_(OH)_5_,O
Kleberite,Fe^3+^Ti^4+^_6_O_11_(OH)_5_,H
Darrellhenryite,NaLiAl_2_Al_6_(BO_3_)_3_Si_6_O_18_(OH)_3_O,Na
Darrellhenryite,NaLiAl_2_Al_6_(BO_3_)_3_Si_6_O_18_(OH)_3_O,Li
Darrellhenryite,NaLiAl_2_Al_6_(BO_3_)_3_Si_6_O_18_(OH)_3_O,Al
Darrellhenryite,NaLiAl_2_Al_6_(BO_3_)_3_Si_6_O_18_(OH)_3_O,B
Darrellhenryite,NaLiAl_2_Al_6_(BO_3_)_3_Si_6_O_18_(OH)_3_O,O
Darrellhenryite,NaLiAl_2_Al_6_(BO_3_)_3_Si_6_O_18_(OH)_3_O,Si
Darrellhenryite,NaLiAl_2_Al_6_(BO_3_)_3_Si_6_O_18_(OH)_3_O,H
Manganoblodite,Na_2_Mn^2+^(SO_4_)_2_·4H_2_O,Na
Manganoblodite,Na_2_Mn^2+^(SO_4_)_2_·4H_2_O,Mn
Manganoblodite,Na_2_Mn^2+^(SO_4_)_2_·4H_2_O,S
Manganoblodite,Na_2_Mn^2+^(SO_4_)_2_·4H_2_O,O
Manganoblodite,Na_2_Mn^2+^(SO_4_)_2_·4H_2_O,H
Whitecapsite,H_16_Fe^2+^_5_Fe^3+^_14_Sb^3+^_6_(As^5+^O_4_)_18_O_16_·120H_2_O,H
Whitecapsite,H_16_Fe^2+^_5_Fe^3+^_14_Sb^3+^_6_(As^5+^O_4_)_18_O_16_·120H_2_O,Fe
Whitecapsite,H_16_Fe^2+^_5_Fe^3+^_14_Sb^3+^_6_(As^5+^O_4_)_18_O_16_·120H_2_O,Sb
Whitecapsite,H_16_Fe^2+^_5_Fe^3+^_14_Sb^3+^_6_(As^5+^O_4_)_18_O_16_·120H_2_O,As
Whitecapsite,H_16_Fe^2+^_5_Fe^3+^_14_Sb^3+^_6_(As^5+^O_4_)_18_O_16_·120H_2_O,O
Calciodelrioite,Ca(V^5+^O_3_)_2_·4H_2_O,Ca
Calciodelrioite,Ca(V^5+^O_3_)_2_·4H_2_O,V
Calciodelrioite,Ca(V^5+^O_3_)_2_·4H_2_O,O
Calciodelrioite,Ca(V^5+^O_3_)_2_·4H_2_O,H
Oxy-dravite,Na(Al_2_Mg)(Al_5_Mg)(Si_6_O_18_)(BO_3_)_3_(OH)_3_O,Na
Oxy-dravite,Na(Al_2_Mg)(Al_5_Mg)(Si_6_O_18_)(BO_3_)_3_(OH)_3_O,Al
Oxy-dravite,Na(Al_2_Mg)(Al_5_Mg)(Si_6_O_18_)(BO_3_)_3_(OH)_3_O,Mg
Oxy-dravite,Na(Al_2_Mg)(Al_5_Mg)(Si_6_O_18_)(BO_3_)_3_(OH)_3_O,Si
Oxy-dravite,Na(Al_2_Mg)(Al_5_Mg)(Si_6_O_18_)(BO_3_)_3_(OH)_3_O,O
Oxy-dravite,Na(Al_2_Mg)(Al_5_Mg)(Si_6_O_18_)(BO_3_)_3_(OH)_3_O,B
Oxy-dravite,Na(Al_2_Mg)(Al_5_Mg)(Si_6_O_18_)(BO_3_)_3_(OH)_3_O,H
Strontiohurlbutite,SrBe_2_(PO_4_)_2_,Sr
Strontiohurlbutite,SrBe_2_(PO_4_)_2_,Be
Strontiohurlbutite,SrBe_2_(PO_4_)_2_,P
Strontiohurlbutite,SrBe_2_(PO_4_)_2_,O
Carlfrancisite,"Mn^2+^_3_(Mn^2+^,Mg,Fe^3+^,Al)_42_[As^3+^O_3_]_2_(As^5+^O_4_)_4_[(Si,As^5+^)O_4_]_6_[(As^5+^,Si)O_4_]_2_(OH)_42_",Mn
Carlfrancisite,"Mn^2+^_3_(Mn^2+^,Mg,Fe^3+^,Al)_42_[As^3+^O_3_]_2_(As^5+^O_4_)_4_[(Si,As^5+^)O_4_]_6_[(As^5+^,Si)O_4_]_2_(OH)_42_",Mg
Carlfrancisite,"Mn^2+^_3_(Mn^2+^,Mg,Fe^3+^,Al)_42_[As^3+^O_3_]_2_(As^5+^O_4_)_4_[(Si,As^5+^)O_4_]_6_[(As^5+^,Si)O_4_]_2_(OH)_42_",Fe
Carlfrancisite,"Mn^2+^_3_(Mn^2+^,Mg,Fe^3+^,Al)_42_[As^3+^O_3_]_2_(As^5+^O_4_)_4_[(Si,As^5+^)O_4_]_6_[(As^5+^,Si)O_4_]_2_(OH)_42_",Al
Carlfrancisite,"Mn^2+^_3_(Mn^2+^,Mg,Fe^3+^,Al)_42_[As^3+^O_3_]_2_(As^5+^O_4_)_4_[(Si,As^5+^)O_4_]_6_[(As^5+^,Si)O_4_]_2_(OH)_42_",As
Carlfrancisite,"Mn^2+^_3_(Mn^2+^,Mg,Fe^3+^,Al)_42_[As^3+^O_3_]_2_(As^5+^O_4_)_4_[(Si,As^5+^)O_4_]_6_[(As^5+^,Si)O_4_]_2_(OH)_42_",O
Carlfrancisite,"Mn^2+^_3_(Mn^2+^,Mg,Fe^3+^,Al)_42_[As^3+^O_3_]_2_(As^5+^O_4_)_4_[(Si,As^5+^)O_4_]_6_[(As^5+^,Si)O_4_]_2_(OH)_42_",Si
Carlfrancisite,"Mn^2+^_3_(Mn^2+^,Mg,Fe^3+^,Al)_42_[As^3+^O_3_]_2_(As^5+^O_4_)_4_[(Si,As^5+^)O_4_]_6_[(As^5+^,Si)O_4_]_2_(OH)_42_",H
Vanadio-oxy-chromium-dravite,NaV^3+^_3_(Cr^3+^_4_Mg_2_)(Si_6_O_18_)(BO_3_)_3_(OH)_3_O,Na
Vanadio-oxy-chromium-dravite,NaV^3+^_3_(Cr^3+^_4_Mg_2_)(Si_6_O_18_)(BO_3_)_3_(OH)_3_O,V
Vanadio-oxy-chromium-dravite,NaV^3+^_3_(Cr^3+^_4_Mg_2_)(Si_6_O_18_)(BO_3_)_3_(OH)_3_O,Cr
Vanadio-oxy-chromium-dravite,NaV^3+^_3_(Cr^3+^_4_Mg_2_)(Si_6_O_18_)(BO_3_)_3_(OH)_3_O,Mg
Vanadio-oxy-chromium-dravite,NaV^3+^_3_(Cr^3+^_4_Mg_2_)(Si_6_O_18_)(BO_3_)_3_(OH)_3_O,Si
Vanadio-oxy-chromium-dravite,NaV^3+^_3_(Cr^3+^_4_Mg_2_)(Si_6_O_18_)(BO_3_)_3_(OH)_3_O,O
Vanadio-oxy-chromium-dravite,NaV^3+^_3_(Cr^3+^_4_Mg_2_)(Si_6_O_18_)(BO_3_)_3_(OH)_3_O,B
Vanadio-oxy-chromium-dravite,NaV^3+^_3_(Cr^3+^_4_Mg_2_)(Si_6_O_18_)(BO_3_)_3_(OH)_3_O,H
Minohlite,"(Cu^2+^,Zn^2+^)_7_(S^6+^O_4_)_2_(OH)_10_·8H_2_O",Cu
Minohlite,"(Cu^2+^,Zn^2+^)_7_(S^6+^O_4_)_2_(OH)_10_·8H_2_O",Zn
Minohlite,"(Cu^2+^,Zn^2+^)_7_(S^6+^O_4_)_2_(OH)_10_·8H_2_O",S
Minohlite,"(Cu^2+^,Zn^2+^)_7_(S^6+^O_4_)_2_(OH)_10_·8H_2_O",O
Minohlite,"(Cu^2+^,Zn^2+^)_7_(S^6+^O_4_)_2_(OH)_10_·8H_2_O",H
Voudourisite,Cd^2+^S^6+^O_4_·H_2_O,Cd
Voudourisite,Cd^2+^S^6+^O_4_·H_2_O,S
Voudourisite,Cd^2+^S^6+^O_4_·H_2_O,O
Voudourisite,Cd^2+^S^6+^O_4_·H_2_O,H
Lazaridisite,(Cd^2+^S^6+^O_4_)_3_·8H_2_O,Cd
Lazaridisite,(Cd^2+^S^6+^O_4_)_3_·8H_2_O,S
Lazaridisite,(Cd^2+^S^6+^O_4_)_3_·8H_2_O,O
Lazaridisite,(Cd^2+^S^6+^O_4_)_3_·8H_2_O,H
Fluor-tsilaisite,NaMn^2+^_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_F,Na
Fluor-tsilaisite,NaMn^2+^_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_F,Mn
Fluor-tsilaisite,NaMn^2+^_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_F,Al
Fluor-tsilaisite,NaMn^2+^_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_F,Si
Fluor-tsilaisite,NaMn^2+^_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_F,O
Fluor-tsilaisite,NaMn^2+^_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_F,B
Fluor-tsilaisite,NaMn^2+^_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_F,H
Fluor-tsilaisite,NaMn^2+^_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_F,F
Ferrochiavennite,Ca_1-2_Fe^2+^Si_5_Be_2_O_13_(OH)_2_·2H_2_O,Ca
Ferrochiavennite,Ca_1-2_Fe^2+^Si_5_Be_2_O_13_(OH)_2_·2H_2_O,Fe
Ferrochiavennite,Ca_1-2_Fe^2+^Si_5_Be_2_O_13_(OH)_2_·2H_2_O,Si
Ferrochiavennite,Ca_1-2_Fe^2+^Si_5_Be_2_O_13_(OH)_2_·2H_2_O,Al
Ferrochiavennite,Ca_1-2_Fe^2+^Si_5_Be_2_O_13_(OH)_2_·2H_2_O,Be
Ferrochiavennite,Ca_1-2_Fe^2+^Si_5_Be_2_O_13_(OH)_2_·2H_2_O,O
Ferrochiavennite,Ca_1-2_Fe^2+^Si_5_Be_2_O_13_(OH)_2_·2H_2_O,H
Markhininite,Tl^1+^Bi^3+^(S^6+^O_4_)_2_,Tl
Markhininite,Tl^1+^Bi^3+^(S^6+^O_4_)_2_,Bi
Markhininite,Tl^1+^Bi^3+^(S^6+^O_4_)_2_,S
Markhininite,Tl^1+^Bi^3+^(S^6+^O_4_)_2_,O
Harmunite,CaFe^3+^_2_O_4_,Ca
Harmunite,CaFe^3+^_2_O_4_,Fe
Harmunite,CaFe^3+^_2_O_4_,O
Chlorkyuygenite,Ca_12_Al_14_O_32_[(H_2_O)_4_Cl_2_],Ca
Chlorkyuygenite,Ca_12_Al_14_O_32_[(H_2_O)_4_Cl_2_],Al
Chlorkyuygenite,Ca_12_Al_14_O_32_[(H_2_O)_4_Cl_2_],O
Chlorkyuygenite,Ca_12_Al_14_O_32_[(H_2_O)_4_Cl_2_],H
Chlorkyuygenite,Ca_12_Al_14_O_32_[(H_2_O)_4_Cl_2_],Cl
Grigorievite,Cu^2+^_3_Fe^3+^_2_Al_2_(V^5+^O_4_)_6_,Cu
Grigorievite,Cu^2+^_3_Fe^3+^_2_Al_2_(V^5+^O_4_)_6_,Fe
Grigorievite,Cu^2+^_3_Fe^3+^_2_Al_2_(V^5+^O_4_)_6_,Al
Grigorievite,Cu^2+^_3_Fe^3+^_2_Al_2_(V^5+^O_4_)_6_,V
Grigorievite,Cu^2+^_3_Fe^3+^_2_Al_2_(V^5+^O_4_)_6_,O
Hatertite,"Na_2_(Ca,Na)(Fe^3+^,Cu^2+^)_2_(As^5+^O_4_)_3_",Na
Hatertite,"Na_2_(Ca,Na)(Fe^3+^,Cu^2+^)_2_(As^5+^O_4_)_3_",Ca
Hatertite,"Na_2_(Ca,Na)(Fe^3+^,Cu^2+^)_2_(As^5+^O_4_)_3_",Fe
Hatertite,"Na_2_(Ca,Na)(Fe^3+^,Cu^2+^)_2_(As^5+^O_4_)_3_",Cu
Hatertite,"Na_2_(Ca,Na)(Fe^3+^,Cu^2+^)_2_(As^5+^O_4_)_3_",As
Hatertite,"Na_2_(Ca,Na)(Fe^3+^,Cu^2+^)_2_(As^5+^O_4_)_3_",O
Mossbauerite,Fe^3+^_6_O_4_(OH)_8_(CO_3_)·3H_2_O,Fe
Mossbauerite,Fe^3+^_6_O_4_(OH)_8_(CO_3_)·3H_2_O,O
Mossbauerite,Fe^3+^_6_O_4_(OH)_8_(CO_3_)·3H_2_O,H
Mossbauerite,Fe^3+^_6_O_4_(OH)_8_(CO_3_)·3H_2_O,C
Beshtauite,(N^3-^H_4_)_2_(U^6+^O_2_)(S^6+^O_4_)_2_·2H_2_O,N
Beshtauite,(N^3-^H_4_)_2_(U^6+^O_2_)(S^6+^O_4_)_2_·2H_2_O,H
Beshtauite,(N^3-^H_4_)_2_(U^6+^O_2_)(S^6+^O_4_)_2_·2H_2_O,U
Beshtauite,(N^3-^H_4_)_2_(U^6+^O_2_)(S^6+^O_4_)_2_·2H_2_O,O
Beshtauite,(N^3-^H_4_)_2_(U^6+^O_2_)(S^6+^O_4_)_2_·2H_2_O,S
Yangite,Pb^2+^Mn^2+^Si_3_O_8_·H_2_O,Pb
Yangite,Pb^2+^Mn^2+^Si_3_O_8_·H_2_O,Mn
Yangite,Pb^2+^Mn^2+^Si_3_O_8_·H_2_O,Si
Yangite,Pb^2+^Mn^2+^Si_3_O_8_·H_2_O,O
Yangite,Pb^2+^Mn^2+^Si_3_O_8_·H_2_O,H
Alnaperboeite-(Ce),(CaCe_2.5_Na_0.5_)Al_4_(Si_2_O_7_)(SiO_4_)_3_O(OH)_2_,Ca
Alnaperboeite-(Ce),(CaCe_2.5_Na_0.5_)Al_4_(Si_2_O_7_)(SiO_4_)_3_O(OH)_2_,Ce
Alnaperboeite-(Ce),(CaCe_2.5_Na_0.5_)Al_4_(Si_2_O_7_)(SiO_4_)_3_O(OH)_2_,Na
Alnaperboeite-(Ce),(CaCe_2.5_Na_0.5_)Al_4_(Si_2_O_7_)(SiO_4_)_3_O(OH)_2_,Al
Alnaperboeite-(Ce),(CaCe_2.5_Na_0.5_)Al_4_(Si_2_O_7_)(SiO_4_)_3_O(OH)_2_,Si
Alnaperboeite-(Ce),(CaCe_2.5_Na_0.5_)Al_4_(Si_2_O_7_)(SiO_4_)_3_O(OH)_2_,O
Alnaperboeite-(Ce),(CaCe_2.5_Na_0.5_)Al_4_(Si_2_O_7_)(SiO_4_)_3_O(OH)_2_,H
Nabimusaite,KCa_12_(SiO_4_)_4_(S^6+^O_4_)_2_O_2_F,K
Nabimusaite,KCa_12_(SiO_4_)_4_(S^6+^O_4_)_2_O_2_F,Ca
Nabimusaite,KCa_12_(SiO_4_)_4_(S^6+^O_4_)_2_O_2_F,Si
Nabimusaite,KCa_12_(SiO_4_)_4_(S^6+^O_4_)_2_O_2_F,O
Nabimusaite,KCa_12_(SiO_4_)_4_(S^6+^O_4_)_2_O_2_F,S
Nabimusaite,KCa_12_(SiO_4_)_4_(S^6+^O_4_)_2_O_2_F,F
Jasrouxite,Ag_16_Pb_4_(Sb_25_As_15_)S_72_,Ag
Jasrouxite,Ag_16_Pb_4_(Sb_25_As_15_)S_72_,Pb
Jasrouxite,Ag_16_Pb_4_(Sb_25_As_15_)S_72_,Sb
Jasrouxite,Ag_16_Pb_4_(Sb_25_As_15_)S_72_,As
Jasrouxite,Ag_16_Pb_4_(Sb_25_As_15_)S_72_,S
Cobaltoblodite,Na_2_Co^2+^(S^6+^O_4_)_2_·4H_2_O,Na
Cobaltoblodite,Na_2_Co^2+^(S^6+^O_4_)_2_·4H_2_O,Co
Cobaltoblodite,Na_2_Co^2+^(S^6+^O_4_)_2_·4H_2_O,S
Cobaltoblodite,Na_2_Co^2+^(S^6+^O_4_)_2_·4H_2_O,O
Cobaltoblodite,Na_2_Co^2+^(S^6+^O_4_)_2_·4H_2_O,H
Colinowensite,BaCu^2+^Si_2_O_6_,Ba
Colinowensite,BaCu^2+^Si_2_O_6_,Cu
Colinowensite,BaCu^2+^Si_2_O_6_,Si
Colinowensite,BaCu^2+^Si_2_O_6_,O
Bairdite,Pb_2_Cu^2+^_4_Te^6+^_2_O_10_(OH)_2_(S^6+^O_4_)·H_2_O,Pb
Bairdite,Pb_2_Cu^2+^_4_Te^6+^_2_O_10_(OH)_2_(S^6+^O_4_)·H_2_O,Cu
Bairdite,Pb_2_Cu^2+^_4_Te^6+^_2_O_10_(OH)_2_(S^6+^O_4_)·H_2_O,Te
