mineral_name,rruff_chemistry,chemistry_elements
Bairdite,Pb_2_Cu^2+^_4_Te^6+^_2_O_10_(OH)_2_(S^6+^O_4_)·H_2_O,O
Bairdite,Pb_2_Cu^2+^_4_Te^6+^_2_O_10_(OH)_2_(S^6+^O_4_)·H_2_O,H
Bairdite,Pb_2_Cu^2+^_4_Te^6+^_2_O_10_(OH)_2_(S^6+^O_4_)·H_2_O,S
Schindlerite,(N^3-^H_4_)_4_Na_2_(V^5+^_10_O_28_)·10H_2_O,N
Schindlerite,(N^3-^H_4_)_4_Na_2_(V^5+^_10_O_28_)·10H_2_O,H
Schindlerite,(N^3-^H_4_)_4_Na_2_(V^5+^_10_O_28_)·10H_2_O,Na
Schindlerite,(N^3-^H_4_)_4_Na_2_(V^5+^_10_O_28_)·10H_2_O,O
Schindlerite,(N^3-^H_4_)_4_Na_2_(V^5+^_10_O_28_)·10H_2_O,V
Wernerbaurite,(N^3-^H_4_)_2_Ca_2_(V^5+^_10_O_28_)·16H_2_O,N
Wernerbaurite,(N^3-^H_4_)_2_Ca_2_(V^5+^_10_O_28_)·16H_2_O,H
Wernerbaurite,(N^3-^H_4_)_2_Ca_2_(V^5+^_10_O_28_)·16H_2_O,Ca
Wernerbaurite,(N^3-^H_4_)_2_Ca_2_(V^5+^_10_O_28_)·16H_2_O,O
Wernerbaurite,(N^3-^H_4_)_2_Ca_2_(V^5+^_10_O_28_)·16H_2_O,V
Leydetite,Fe^2+^(U^6+^O_2_)(S^6+^O_4_)_2_·11H_2_O,Fe
Leydetite,Fe^2+^(U^6+^O_2_)(S^6+^O_4_)_2_·11H_2_O,U
Leydetite,Fe^2+^(U^6+^O_2_)(S^6+^O_4_)_2_·11H_2_O,O
Leydetite,Fe^2+^(U^6+^O_2_)(S^6+^O_4_)_2_·11H_2_O,S
Leydetite,Fe^2+^(U^6+^O_2_)(S^6+^O_4_)_2_·11H_2_O,H
Linekite,K_2_Ca_3_[(U^6+^O_2_)(CO_3_)_3_]_2_·7H_2_O,K
Linekite,K_2_Ca_3_[(U^6+^O_2_)(CO_3_)_3_]_2_·7H_2_O,Ca
Linekite,K_2_Ca_3_[(U^6+^O_2_)(CO_3_)_3_]_2_·7H_2_O,U
Linekite,K_2_Ca_3_[(U^6+^O_2_)(CO_3_)_3_]_2_·7H_2_O,O
Linekite,K_2_Ca_3_[(U^6+^O_2_)(CO_3_)_3_]_2_·7H_2_O,C
Linekite,K_2_Ca_3_[(U^6+^O_2_)(CO_3_)_3_]_2_·7H_2_O,H
Murashkoite,FeP,Fe
Murashkoite,FeP,P
Ghiaraite,CaCl_2_·4H_2_O,Ca
Ghiaraite,CaCl_2_·4H_2_O,Cl
Ghiaraite,CaCl_2_·4H_2_O,H
Ghiaraite,CaCl_2_·4H_2_O,O
Vanadio-oxy-dravite,NaV^3+^_3_(Al_4_Mg_2_)(Si_6_O_18_)(BO_3_)_3_(OH)_3_O,Na
Vanadio-oxy-dravite,NaV^3+^_3_(Al_4_Mg_2_)(Si_6_O_18_)(BO_3_)_3_(OH)_3_O,V
Vanadio-oxy-dravite,NaV^3+^_3_(Al_4_Mg_2_)(Si_6_O_18_)(BO_3_)_3_(OH)_3_O,Al
Vanadio-oxy-dravite,NaV^3+^_3_(Al_4_Mg_2_)(Si_6_O_18_)(BO_3_)_3_(OH)_3_O,Mg
Vanadio-oxy-dravite,NaV^3+^_3_(Al_4_Mg_2_)(Si_6_O_18_)(BO_3_)_3_(OH)_3_O,Si
Vanadio-oxy-dravite,NaV^3+^_3_(Al_4_Mg_2_)(Si_6_O_18_)(BO_3_)_3_(OH)_3_O,O
Vanadio-oxy-dravite,NaV^3+^_3_(Al_4_Mg_2_)(Si_6_O_18_)(BO_3_)_3_(OH)_3_O,B
Vanadio-oxy-dravite,NaV^3+^_3_(Al_4_Mg_2_)(Si_6_O_18_)(BO_3_)_3_(OH)_3_O,H
Aluminopyracmonite,(N^3-^H_4_)_3_Al(S^6+^O_4_)_3_,N
Aluminopyracmonite,(N^3-^H_4_)_3_Al(S^6+^O_4_)_3_,H
Aluminopyracmonite,(N^3-^H_4_)_3_Al(S^6+^O_4_)_3_,Al
Aluminopyracmonite,(N^3-^H_4_)_3_Al(S^6+^O_4_)_3_,S
Aluminopyracmonite,(N^3-^H_4_)_3_Al(S^6+^O_4_)_3_,O
Nizamoffite,Mn^2+^Zn^2+^_2_(P^5+^O_4_)_2_(H_2_O)_4_,Mn
Nizamoffite,Mn^2+^Zn^2+^_2_(P^5+^O_4_)_2_(H_2_O)_4_,Zn
Nizamoffite,Mn^2+^Zn^2+^_2_(P^5+^O_4_)_2_(H_2_O)_4_,P
Nizamoffite,Mn^2+^Zn^2+^_2_(P^5+^O_4_)_2_(H_2_O)_4_,O
Nizamoffite,Mn^2+^Zn^2+^_2_(P^5+^O_4_)_2_(H_2_O)_4_,H
Ferdowsiite,Ag^1+^_8_(Sb^3+^_5_As^3+^_3_)S^2-^_16_,Ag
Ferdowsiite,Ag^1+^_8_(Sb^3+^_5_As^3+^_3_)S^2-^_16_,Sb
Ferdowsiite,Ag^1+^_8_(Sb^3+^_5_As^3+^_3_)S^2-^_16_,As
Ferdowsiite,Ag^1+^_8_(Sb^3+^_5_As^3+^_3_)S^2-^_16_,S
Vysokyite,U^4+^[As^5+^O_2_(OH)_2_]_4_·4H_2_O,U
Vysokyite,U^4+^[As^5+^O_2_(OH)_2_]_4_·4H_2_O,As
Vysokyite,U^4+^[As^5+^O_2_(OH)_2_]_4_·4H_2_O,O
Vysokyite,U^4+^[As^5+^O_2_(OH)_2_]_4_·4H_2_O,H
Alburnite,Ag_8_GeTe_2_S_4_,Ag
Alburnite,Ag_8_GeTe_2_S_4_,Ge
Alburnite,Ag_8_GeTe_2_S_4_,Te
Alburnite,Ag_8_GeTe_2_S_4_,S
Paradsasvarite,Zn^2+^_2_(CO_3_)(OH)_2_,Zn
Paradsasvarite,Zn^2+^_2_(CO_3_)(OH)_2_,C
Paradsasvarite,Zn^2+^_2_(CO_3_)(OH)_2_,O
Paradsasvarite,Zn^2+^_2_(CO_3_)(OH)_2_,H
Majindeite,Mg_2_Mo^4+^_3_O_8_,Mg
Majindeite,Mg_2_Mo^4+^_3_O_8_,Mo
Majindeite,Mg_2_Mo^4+^_3_O_8_,O
Kihlmanite-(Ce),Ce^3+^_2_Ti^4+^O_2_(SiO_4_)(HCO_3_)_2_·H_2_O,Ce
Kihlmanite-(Ce),Ce^3+^_2_Ti^4+^O_2_(SiO_4_)(HCO_3_)_2_·H_2_O,Ti
Kihlmanite-(Ce),Ce^3+^_2_Ti^4+^O_2_(SiO_4_)(HCO_3_)_2_·H_2_O,O
Kihlmanite-(Ce),Ce^3+^_2_Ti^4+^O_2_(SiO_4_)(HCO_3_)_2_·H_2_O,Si
Kihlmanite-(Ce),Ce^3+^_2_Ti^4+^O_2_(SiO_4_)(HCO_3_)_2_·H_2_O,H
Kihlmanite-(Ce),Ce^3+^_2_Ti^4+^O_2_(SiO_4_)(HCO_3_)_2_·H_2_O,C
Erzwiesite,Ag_8_Pb_12_Bi_16_S_40_,Ag
Erzwiesite,Ag_8_Pb_12_Bi_16_S_40_,Pb
Erzwiesite,Ag_8_Pb_12_Bi_16_S_40_,Bi
Erzwiesite,Ag_8_Pb_12_Bi_16_S_40_,S
Vanadium,V,V
Raygrantite,Pb^2+^_10_Zn^2+^(S^6+^O_4_)_6_(SiO_4_)_2_(OH)_2_,Pb
Raygrantite,Pb^2+^_10_Zn^2+^(S^6+^O_4_)_6_(SiO_4_)_2_(OH)_2_,Zn
Raygrantite,Pb^2+^_10_Zn^2+^(S^6+^O_4_)_6_(SiO_4_)_2_(OH)_2_,S
Raygrantite,Pb^2+^_10_Zn^2+^(S^6+^O_4_)_6_(SiO_4_)_2_(OH)_2_,O
Raygrantite,Pb^2+^_10_Zn^2+^(S^6+^O_4_)_6_(SiO_4_)_2_(OH)_2_,Si
Raygrantite,Pb^2+^_10_Zn^2+^(S^6+^O_4_)_6_(SiO_4_)_2_(OH)_2_,H
Imayoshiite,Ca_3_Al(CO_3_)[B(OH)_4_](OH)_6_·12H_2_O,Ca
Imayoshiite,Ca_3_Al(CO_3_)[B(OH)_4_](OH)_6_·12H_2_O,Al
Imayoshiite,Ca_3_Al(CO_3_)[B(OH)_4_](OH)_6_·12H_2_O,C
Imayoshiite,Ca_3_Al(CO_3_)[B(OH)_4_](OH)_6_·12H_2_O,O
Imayoshiite,Ca_3_Al(CO_3_)[B(OH)_4_](OH)_6_·12H_2_O,B
Imayoshiite,Ca_3_Al(CO_3_)[B(OH)_4_](OH)_6_·12H_2_O,H
Almeidaite,"Pb^2+^Zn^2+^_2_(Mn^2+^,Y^3+^)(Ti^4+^,Fe^3+^)_18_O_36_(OH,O)_2_",Pb
Almeidaite,"Pb^2+^Zn^2+^_2_(Mn^2+^,Y^3+^)(Ti^4+^,Fe^3+^)_18_O_36_(OH,O)_2_",Zn
Almeidaite,"Pb^2+^Zn^2+^_2_(Mn^2+^,Y^3+^)(Ti^4+^,Fe^3+^)_18_O_36_(OH,O)_2_",Mn
Almeidaite,"Pb^2+^Zn^2+^_2_(Mn^2+^,Y^3+^)(Ti^4+^,Fe^3+^)_18_O_36_(OH,O)_2_",Y
Almeidaite,"Pb^2+^Zn^2+^_2_(Mn^2+^,Y^3+^)(Ti^4+^,Fe^3+^)_18_O_36_(OH,O)_2_",Ti
Almeidaite,"Pb^2+^Zn^2+^_2_(Mn^2+^,Y^3+^)(Ti^4+^,Fe^3+^)_18_O_36_(OH,O)_2_",Fe
Almeidaite,"Pb^2+^Zn^2+^_2_(Mn^2+^,Y^3+^)(Ti^4+^,Fe^3+^)_18_O_36_(OH,O)_2_",O
Almeidaite,"Pb^2+^Zn^2+^_2_(Mn^2+^,Y^3+^)(Ti^4+^,Fe^3+^)_18_O_36_(OH,O)_2_",H
Fluorcalcioromeite,"(Ca,Na)_2_Sb^5+^_2_O_6_F",Ca
Fluorcalcioromeite,"(Ca,Na)_2_Sb^5+^_2_O_6_F",Na
Fluorcalcioromeite,"(Ca,Na)_2_Sb^5+^_2_O_6_F",Sb
Fluorcalcioromeite,"(Ca,Na)_2_Sb^5+^_2_O_6_F",O
Fluorcalcioromeite,"(Ca,Na)_2_Sb^5+^_2_O_6_F",F
Hydroxycalciomicrolite,Ca_1.5_Ta^5+^_2_O_6_(OH),Ca
Hydroxycalciomicrolite,Ca_1.5_Ta^5+^_2_O_6_(OH),Ta
Hydroxycalciomicrolite,Ca_1.5_Ta^5+^_2_O_6_(OH),O
Hydroxycalciomicrolite,Ca_1.5_Ta^5+^_2_O_6_(OH),H
Yeomanite,Pb_2_O(OH)Cl,Pb
Yeomanite,Pb_2_O(OH)Cl,O
Yeomanite,Pb_2_O(OH)Cl,H
Yeomanite,Pb_2_O(OH)Cl,Cl
Peterandresenite,Mn^2+^_4_Nb^5+^_6_O_19_·14H_2_O,Mn
Peterandresenite,Mn^2+^_4_Nb^5+^_6_O_19_·14H_2_O,Nb
Peterandresenite,Mn^2+^_4_Nb^5+^_6_O_19_·14H_2_O,O
Peterandresenite,Mn^2+^_4_Nb^5+^_6_O_19_·14H_2_O,H
Eckhardite,"(Ca,Pb^2+^)Cu^2+^Te^6+^O_5_·H_2_O",Ca
Eckhardite,"(Ca,Pb^2+^)Cu^2+^Te^6+^O_5_·H_2_O",Pb
Eckhardite,"(Ca,Pb^2+^)Cu^2+^Te^6+^O_5_·H_2_O",Cu
Eckhardite,"(Ca,Pb^2+^)Cu^2+^Te^6+^O_5_·H_2_O",Te
Eckhardite,"(Ca,Pb^2+^)Cu^2+^Te^6+^O_5_·H_2_O",O
Eckhardite,"(Ca,Pb^2+^)Cu^2+^Te^6+^O_5_·H_2_O",H
Vendidaite,Al_2_(S^6+^O_4_)(OH)_3_ Cl^1-^·6H_2_O,Al
Vendidaite,Al_2_(S^6+^O_4_)(OH)_3_ Cl^1-^·6H_2_O,S
Vendidaite,Al_2_(S^6+^O_4_)(OH)_3_ Cl^1-^·6H_2_O,O
Vendidaite,Al_2_(S^6+^O_4_)(OH)_3_ Cl^1-^·6H_2_O,H
Vendidaite,Al_2_(S^6+^O_4_)(OH)_3_ Cl^1-^·6H_2_O,Cl
Pauloabibite,NaNb^5+^O_3_,Na
Pauloabibite,NaNb^5+^O_3_,Nb
Pauloabibite,NaNb^5+^O_3_,O
Barrotite,Cu^2+^_9_Al(HSiO_4_)_2_(S^6+^O_4_)(HAs^5+^O_4_)_0.5_(OH)_12_·8H_2_O,Cu
Barrotite,Cu^2+^_9_Al(HSiO_4_)_2_(S^6+^O_4_)(HAs^5+^O_4_)_0.5_(OH)_12_·8H_2_O,Al
Barrotite,Cu^2+^_9_Al(HSiO_4_)_2_(S^6+^O_4_)(HAs^5+^O_4_)_0.5_(OH)_12_·8H_2_O,H
Barrotite,Cu^2+^_9_Al(HSiO_4_)_2_(S^6+^O_4_)(HAs^5+^O_4_)_0.5_(OH)_12_·8H_2_O,Si
Barrotite,Cu^2+^_9_Al(HSiO_4_)_2_(S^6+^O_4_)(HAs^5+^O_4_)_0.5_(OH)_12_·8H_2_O,O
Barrotite,Cu^2+^_9_Al(HSiO_4_)_2_(S^6+^O_4_)(HAs^5+^O_4_)_0.5_(OH)_12_·8H_2_O,S
Barrotite,Cu^2+^_9_Al(HSiO_4_)_2_(S^6+^O_4_)(HAs^5+^O_4_)_0.5_(OH)_12_·8H_2_O,As
Hydroniumpharmacoalumite,(H_3_O)Al_4_(As^5+^O_4_)_3_(OH)_4_·4.5H_2_O,H
Hydroniumpharmacoalumite,(H_3_O)Al_4_(As^5+^O_4_)_3_(OH)_4_·4.5H_2_O,O
Hydroniumpharmacoalumite,(H_3_O)Al_4_(As^5+^O_4_)_3_(OH)_4_·4.5H_2_O,Al
Hydroniumpharmacoalumite,(H_3_O)Al_4_(As^5+^O_4_)_3_(OH)_4_·4.5H_2_O,As
Nicksobolevite,Cu^2+^_7_(Se^4+^O_3_)_2_O_2_Cl^1-^_6_,Cu
Nicksobolevite,Cu^2+^_7_(Se^4+^O_3_)_2_O_2_Cl^1-^_6_,Se
Nicksobolevite,Cu^2+^_7_(Se^4+^O_3_)_2_O_2_Cl^1-^_6_,O
Nicksobolevite,Cu^2+^_7_(Se^4+^O_3_)_2_O_2_Cl^1-^_6_,Cl
Cesarferreiraite,Fe^2+^Fe^3+^_2_(As^5+^O_4_)_2_(OH)_2_·8H_2_O,Fe
Cesarferreiraite,Fe^2+^Fe^3+^_2_(As^5+^O_4_)_2_(OH)_2_·8H_2_O,As
Cesarferreiraite,Fe^2+^Fe^3+^_2_(As^5+^O_4_)_2_(OH)_2_·8H_2_O,O
Cesarferreiraite,Fe^2+^Fe^3+^_2_(As^5+^O_4_)_2_(OH)_2_·8H_2_O,H
Laachite,"(Ca,Mn^2+^)_2_Zr^4+^_2_Nb^5+^_2_Ti^4+^Fe^2+^O_14_",Ca
Laachite,"(Ca,Mn^2+^)_2_Zr^4+^_2_Nb^5+^_2_Ti^4+^Fe^2+^O_14_",Mn
Laachite,"(Ca,Mn^2+^)_2_Zr^4+^_2_Nb^5+^_2_Ti^4+^Fe^2+^O_14_",Zr
Laachite,"(Ca,Mn^2+^)_2_Zr^4+^_2_Nb^5+^_2_Ti^4+^Fe^2+^O_14_",Nb
Laachite,"(Ca,Mn^2+^)_2_Zr^4+^_2_Nb^5+^_2_Ti^4+^Fe^2+^O_14_",Ti
Laachite,"(Ca,Mn^2+^)_2_Zr^4+^_2_Nb^5+^_2_Ti^4+^Fe^2+^O_14_",Fe
Laachite,"(Ca,Mn^2+^)_2_Zr^4+^_2_Nb^5+^_2_Ti^4+^Fe^2+^O_14_",O
Sanguite,KCu^2+^Cl_3_,K
Sanguite,KCu^2+^Cl_3_,Cu
Sanguite,KCu^2+^Cl_3_,Cl
Deveroite-(Ce),Ce_2_((C_2_)^6+^O_4_)_3_·10H_2_O,Ce
Deveroite-(Ce),Ce_2_((C_2_)^6+^O_4_)_3_·10H_2_O,C
Deveroite-(Ce),Ce_2_((C_2_)^6+^O_4_)_3_·10H_2_O,O
Deveroite-(Ce),Ce_2_((C_2_)^6+^O_4_)_3_·10H_2_O,H
Anzaite-(Ce),Ce^3+^_4_Fe^2+^Ti^4+^_6_O_18_(OH)_2_,Ce
Anzaite-(Ce),Ce^3+^_4_Fe^2+^Ti^4+^_6_O_18_(OH)_2_,Fe
Anzaite-(Ce),Ce^3+^_4_Fe^2+^Ti^4+^_6_O_18_(OH)_2_,Ti
Anzaite-(Ce),Ce^3+^_4_Fe^2+^Ti^4+^_6_O_18_(OH)_2_,O
Anzaite-(Ce),Ce^3+^_4_Fe^2+^Ti^4+^_6_O_18_(OH)_2_,H
Kolskyite,CaNa_2_Ti^4+^_4_(Si_2_O_7_)_2_O_4_·7H_2_O,Ca
Kolskyite,CaNa_2_Ti^4+^_4_(Si_2_O_7_)_2_O_4_·7H_2_O,Ti
Kolskyite,CaNa_2_Ti^4+^_4_(Si_2_O_7_)_2_O_4_·7H_2_O,Na
Kolskyite,CaNa_2_Ti^4+^_4_(Si_2_O_7_)_2_O_4_·7H_2_O,Si
Kolskyite,CaNa_2_Ti^4+^_4_(Si_2_O_7_)_2_O_4_·7H_2_O,O
Kolskyite,CaNa_2_Ti^4+^_4_(Si_2_O_7_)_2_O_4_·7H_2_O,H
Correianevesite,Fe^2+^Mn^2+^_2_(PO_4_)_2_·3H_2_O,Fe
Correianevesite,Fe^2+^Mn^2+^_2_(PO_4_)_2_·3H_2_O,Mn
Correianevesite,Fe^2+^Mn^2+^_2_(PO_4_)_2_·3H_2_O,P
Correianevesite,Fe^2+^Mn^2+^_2_(PO_4_)_2_·3H_2_O,O
Correianevesite,Fe^2+^Mn^2+^_2_(PO_4_)_2_·3H_2_O,H
Chrysothallite,K_6_Cu^2+^_6_Tl^3+^Cl^1-^_17_(OH)_4_·H_2_O,K
Chrysothallite,K_6_Cu^2+^_6_Tl^3+^Cl^1-^_17_(OH)_4_·H_2_O,Cu
Chrysothallite,K_6_Cu^2+^_6_Tl^3+^Cl^1-^_17_(OH)_4_·H_2_O,Tl
Chrysothallite,K_6_Cu^2+^_6_Tl^3+^Cl^1-^_17_(OH)_4_·H_2_O,Cl
Chrysothallite,K_6_Cu^2+^_6_Tl^3+^Cl^1-^_17_(OH)_4_·H_2_O,O
Chrysothallite,K_6_Cu^2+^_6_Tl^3+^Cl^1-^_17_(OH)_4_·H_2_O,H
Engelhauptite,KCu^2+^_3_(V^5+^_2_O_7_)(OH)_2_Cl,K
Engelhauptite,KCu^2+^_3_(V^5+^_2_O_7_)(OH)_2_Cl,Cu
Engelhauptite,KCu^2+^_3_(V^5+^_2_O_7_)(OH)_2_Cl,V
Engelhauptite,KCu^2+^_3_(V^5+^_2_O_7_)(OH)_2_Cl,O
Engelhauptite,KCu^2+^_3_(V^5+^_2_O_7_)(OH)_2_Cl,H
Engelhauptite,KCu^2+^_3_(V^5+^_2_O_7_)(OH)_2_Cl,Cl
Mapiquiroite,"(Sr,Pb^2+^)(U^4+^,Y^3+^)Fe^3+^_2_(Ti^4+^,Fe^3+^,Cr^3+^)_18_O_38_",Sr
Mapiquiroite,"(Sr,Pb^2+^)(U^4+^,Y^3+^)Fe^3+^_2_(Ti^4+^,Fe^3+^,Cr^3+^)_18_O_38_",Pb
Mapiquiroite,"(Sr,Pb^2+^)(U^4+^,Y^3+^)Fe^3+^_2_(Ti^4+^,Fe^3+^,Cr^3+^)_18_O_38_",U
Mapiquiroite,"(Sr,Pb^2+^)(U^4+^,Y^3+^)Fe^3+^_2_(Ti^4+^,Fe^3+^,Cr^3+^)_18_O_38_",Y
Mapiquiroite,"(Sr,Pb^2+^)(U^4+^,Y^3+^)Fe^3+^_2_(Ti^4+^,Fe^3+^,Cr^3+^)_18_O_38_",Fe
Mapiquiroite,"(Sr,Pb^2+^)(U^4+^,Y^3+^)Fe^3+^_2_(Ti^4+^,Fe^3+^,Cr^3+^)_18_O_38_",Ti
Mapiquiroite,"(Sr,Pb^2+^)(U^4+^,Y^3+^)Fe^3+^_2_(Ti^4+^,Fe^3+^,Cr^3+^)_18_O_38_",Cr
Mapiquiroite,"(Sr,Pb^2+^)(U^4+^,Y^3+^)Fe^3+^_2_(Ti^4+^,Fe^3+^,Cr^3+^)_18_O_38_",O
Leverettite,Cu^2+^_3_Co^2+^Cl_2_(OH)_6_,Cu
Leverettite,Cu^2+^_3_Co^2+^Cl_2_(OH)_6_,Co
Leverettite,Cu^2+^_3_Co^2+^Cl_2_(OH)_6_,Cl
Leverettite,Cu^2+^_3_Co^2+^Cl_2_(OH)_6_,O
Leverettite,Cu^2+^_3_Co^2+^Cl_2_(OH)_6_,H
Cairncrossite,Sr_2_Ca_7-x_Na_2x_(Si_4_O_10_)_4_(OH)_2_(H_2_O)_15-x_,Sr
Cairncrossite,Sr_2_Ca_7-x_Na_2x_(Si_4_O_10_)_4_(OH)_2_(H_2_O)_15-x_,Ca
Cairncrossite,Sr_2_Ca_7-x_Na_2x_(Si_4_O_10_)_4_(OH)_2_(H_2_O)_15-x_,Na
Cairncrossite,Sr_2_Ca_7-x_Na_2x_(Si_4_O_10_)_4_(OH)_2_(H_2_O)_15-x_,Si
Cairncrossite,Sr_2_Ca_7-x_Na_2x_(Si_4_O_10_)_4_(OH)_2_(H_2_O)_15-x_,O
Cairncrossite,Sr_2_Ca_7-x_Na_2x_(Si_4_O_10_)_4_(OH)_2_(H_2_O)_15-x_,H
Ferroindialite,"(Fe^2+^,Mg)_2_Al_3_(AlSi_5_)O_18_",Fe
Ferroindialite,"(Fe^2+^,Mg)_2_Al_3_(AlSi_5_)O_18_",Mg
Ferroindialite,"(Fe^2+^,Mg)_2_Al_3_(AlSi_5_)O_18_",Al
Ferroindialite,"(Fe^2+^,Mg)_2_Al_3_(AlSi_5_)O_18_",Si
Ferroindialite,"(Fe^2+^,Mg)_2_Al_3_(AlSi_5_)O_18_",O
Nuwaite,Ni_6_GeS_2_,Ni
Nuwaite,Ni_6_GeS_2_,Ge
Nuwaite,Ni_6_GeS_2_,S
Diegogattaite,Na_2_CaCu^2+^_2_Si_8_O_20_·H_2_O,Na
Diegogattaite,Na_2_CaCu^2+^_2_Si_8_O_20_·H_2_O,Ca
Diegogattaite,Na_2_CaCu^2+^_2_Si_8_O_20_·H_2_O,Cu
Diegogattaite,Na_2_CaCu^2+^_2_Si_8_O_20_·H_2_O,Si
Diegogattaite,Na_2_CaCu^2+^_2_Si_8_O_20_·H_2_O,O
Diegogattaite,Na_2_CaCu^2+^_2_Si_8_O_20_·H_2_O,H
Paratacamite-(Ni),"Cu^2+^_3_(Ni^2+^,Cu^2+^)Cl_2_(OH)_6_",Cu
Paratacamite-(Ni),"Cu^2+^_3_(Ni^2+^,Cu^2+^)Cl_2_(OH)_6_",Ni
Paratacamite-(Ni),"Cu^2+^_3_(Ni^2+^,Cu^2+^)Cl_2_(OH)_6_",Cl
Paratacamite-(Ni),"Cu^2+^_3_(Ni^2+^,Cu^2+^)Cl_2_(OH)_6_",O
Paratacamite-(Ni),"Cu^2+^_3_(Ni^2+^,Cu^2+^)Cl_2_(OH)_6_",H
Fluormayenite,Ca_12_Al_14_O_32_[[box]_4_F_2_],Ca
Fluormayenite,Ca_12_Al_14_O_32_[[box]_4_F_2_],Al
Fluormayenite,Ca_12_Al_14_O_32_[[box]_4_F_2_],O
Fluormayenite,Ca_12_Al_14_O_32_[[box]_4_F_2_],F
Minjiangite,BaBe_2_P_2_O_8_,Ba
Minjiangite,BaBe_2_P_2_O_8_,Be
Minjiangite,BaBe_2_P_2_O_8_,P
Minjiangite,BaBe_2_P_2_O_8_,O
Ericlaxmanite,Cu^2+^_4_O(As^5+^O_4_)_2_,Cu
Ericlaxmanite,Cu^2+^_4_O(As^5+^O_4_)_2_,O
Ericlaxmanite,Cu^2+^_4_O(As^5+^O_4_)_2_,As
Kozyrevskite,Cu^2+^_4_O(As^5+^O_4_)_2_,Cu
Kozyrevskite,Cu^2+^_4_O(As^5+^O_4_)_2_,O
Kozyrevskite,Cu^2+^_4_O(As^5+^O_4_)_2_,As
Kaskasite,"(Mo,Nb)S_2_·(Mg_1-x_Al_x_)(OH)_2+x_",Mo
Kaskasite,"(Mo,Nb)S_2_·(Mg_1-x_Al_x_)(OH)_2+x_",Nb
Kaskasite,"(Mo,Nb)S_2_·(Mg_1-x_Al_x_)(OH)_2+x_",S
Kaskasite,"(Mo,Nb)S_2_·(Mg_1-x_Al_x_)(OH)_2+x_",Mg
Kaskasite,"(Mo,Nb)S_2_·(Mg_1-x_Al_x_)(OH)_2+x_",Al
Kaskasite,"(Mo,Nb)S_2_·(Mg_1-x_Al_x_)(OH)_2+x_",O
Kaskasite,"(Mo,Nb)S_2_·(Mg_1-x_Al_x_)(OH)_2+x_",H
Manganokaskasite,"(Mo,Nb)S_2_·(Mn^2+^_1-x_Al_x_)(OH)_2+x_",Mo
Manganokaskasite,"(Mo,Nb)S_2_·(Mn^2+^_1-x_Al_x_)(OH)_2+x_",Nb
Manganokaskasite,"(Mo,Nb)S_2_·(Mn^2+^_1-x_Al_x_)(OH)_2+x_",S
Manganokaskasite,"(Mo,Nb)S_2_·(Mn^2+^_1-x_Al_x_)(OH)_2+x_",Mn
Manganokaskasite,"(Mo,Nb)S_2_·(Mn^2+^_1-x_Al_x_)(OH)_2+x_",Al
Manganokaskasite,"(Mo,Nb)S_2_·(Mn^2+^_1-x_Al_x_)(OH)_2+x_",O
Manganokaskasite,"(Mo,Nb)S_2_·(Mn^2+^_1-x_Al_x_)(OH)_2+x_",H
Hutcheonite,Ca_3_Ti^4+^_2_(Al_2_Si)O_12_,Ca
Hutcheonite,Ca_3_Ti^4+^_2_(Al_2_Si)O_12_,Ti
Hutcheonite,Ca_3_Ti^4+^_2_(Al_2_Si)O_12_,Al
Hutcheonite,Ca_3_Ti^4+^_2_(Al_2_Si)O_12_,Si
Hutcheonite,Ca_3_Ti^4+^_2_(Al_2_Si)O_12_,O
Qingsongite,BN^3-^,B
Qingsongite,BN^3-^,N
Zadovite,BaCa_6_[(SiO_4_)(PO_4_)](PO_4_)_2_F,Ba
Zadovite,BaCa_6_[(SiO_4_)(PO_4_)](PO_4_)_2_F,Ca
Zadovite,BaCa_6_[(SiO_4_)(PO_4_)](PO_4_)_2_F,Si
Zadovite,BaCa_6_[(SiO_4_)(PO_4_)](PO_4_)_2_F,O
Zadovite,BaCa_6_[(SiO_4_)(PO_4_)](PO_4_)_2_F,P
Zadovite,BaCa_6_[(SiO_4_)(PO_4_)](PO_4_)_2_F,F
Gurimite,Ba_3_(V^5+^O_4_)_2_,Ba
Gurimite,Ba_3_(V^5+^O_4_)_2_,V
Gurimite,Ba_3_(V^5+^O_4_)_2_,O
Yurmarinite,"Na_7_(Fe^3+^,Mg,Cu^2+^)_4_(As^5+^O_4_)_6_",Na
Yurmarinite,"Na_7_(Fe^3+^,Mg,Cu^2+^)_4_(As^5+^O_4_)_6_",Fe
Yurmarinite,"Na_7_(Fe^3+^,Mg,Cu^2+^)_4_(As^5+^O_4_)_6_",Mg
Yurmarinite,"Na_7_(Fe^3+^,Mg,Cu^2+^)_4_(As^5+^O_4_)_6_",Cu
Yurmarinite,"Na_7_(Fe^3+^,Mg,Cu^2+^)_4_(As^5+^O_4_)_6_",As
Yurmarinite,"Na_7_(Fe^3+^,Mg,Cu^2+^)_4_(As^5+^O_4_)_6_",O
Oxyplumboromeite,Pb^2+^_2_Sb^5+^_2_O_7_,Pb
Oxyplumboromeite,Pb^2+^_2_Sb^5+^_2_O_7_,Sb
Oxyplumboromeite,Pb^2+^_2_Sb^5+^_2_O_7_,O
Tondiite,Cu^2+^_3_MgCl_2_(OH)_6_,Cu
