mineral_name,rruff_chemistry,element,redox
Vorlanite,CaU^6+^O_4_,Ca,0
Vorlanite,CaU^6+^O_4_,U,6
Vorlanite,CaU^6+^O_4_,O,-2
Toturite,Ca_3_Sn^4+^_2_(Fe^3+^_2_Si)O_12_,Ca,0
Toturite,Ca_3_Sn^4+^_2_(Fe^3+^_2_Si)O_12_,Sn,4
Toturite,Ca_3_Sn^4+^_2_(Fe^3+^_2_Si)O_12_,Fe,3
Toturite,Ca_3_Sn^4+^_2_(Fe^3+^_2_Si)O_12_,Si,0
Toturite,Ca_3_Sn^4+^_2_(Fe^3+^_2_Si)O_12_,O,-2
Ferro-ferri-obertiite,NaNa_2_(Fe^2+^_3_Fe^3+^Ti^4+^)Si_8_O_22_O_2_,Na,0
Ferro-ferri-obertiite,NaNa_2_(Fe^2+^_3_Fe^3+^Ti^4+^)Si_8_O_22_O_2_,Fe,2
Ferro-ferri-obertiite,NaNa_2_(Fe^2+^_3_Fe^3+^Ti^4+^)Si_8_O_22_O_2_,Fe,3
Ferro-ferri-obertiite,NaNa_2_(Fe^2+^_3_Fe^3+^Ti^4+^)Si_8_O_22_O_2_,Ti,4
Ferro-ferri-obertiite,NaNa_2_(Fe^2+^_3_Fe^3+^Ti^4+^)Si_8_O_22_O_2_,Si,0
Ferro-ferri-obertiite,NaNa_2_(Fe^2+^_3_Fe^3+^Ti^4+^)Si_8_O_22_O_2_,O,-2
Litochlebite,Ag_2_PbBi_4_Se_8_,Ag,0
Litochlebite,Ag_2_PbBi_4_Se_8_,Pb,0
Litochlebite,Ag_2_PbBi_4_Se_8_,Bi,0
Litochlebite,Ag_2_PbBi_4_Se_8_,Se,0
Auriacusite,Fe^3+^Cu^2+^(As^5+^O_4_)O,Fe,3
Auriacusite,Fe^3+^Cu^2+^(As^5+^O_4_)O,Cu,2
Auriacusite,Fe^3+^Cu^2+^(As^5+^O_4_)O,As,5
Auriacusite,Fe^3+^Cu^2+^(As^5+^O_4_)O,O,-2
Manganoeudialyte,Na_14_Ca_6_Mn^2+^_3_Zr^4+^_3_[Si_26_O_72_(OH)_2_]Cl_2_·4H_2_O,Na,0
Manganoeudialyte,Na_14_Ca_6_Mn^2+^_3_Zr^4+^_3_[Si_26_O_72_(OH)_2_]Cl_2_·4H_2_O,Ca,0
Manganoeudialyte,Na_14_Ca_6_Mn^2+^_3_Zr^4+^_3_[Si_26_O_72_(OH)_2_]Cl_2_·4H_2_O,Mn,2
Manganoeudialyte,Na_14_Ca_6_Mn^2+^_3_Zr^4+^_3_[Si_26_O_72_(OH)_2_]Cl_2_·4H_2_O,Zr,4
Manganoeudialyte,Na_14_Ca_6_Mn^2+^_3_Zr^4+^_3_[Si_26_O_72_(OH)_2_]Cl_2_·4H_2_O,Si,0
Manganoeudialyte,Na_14_Ca_6_Mn^2+^_3_Zr^4+^_3_[Si_26_O_72_(OH)_2_]Cl_2_·4H_2_O,O,-2
Manganoeudialyte,Na_14_Ca_6_Mn^2+^_3_Zr^4+^_3_[Si_26_O_72_(OH)_2_]Cl_2_·4H_2_O,H,1
Manganoeudialyte,Na_14_Ca_6_Mn^2+^_3_Zr^4+^_3_[Si_26_O_72_(OH)_2_]Cl_2_·4H_2_O,Cl,0
Gelosaite,Bi^3+^Mo^6+^_(2-5x)_Mo^5+^_6x_O_7_(OH)·H_2_O (0≤x≤0.4),Bi,3
Gelosaite,Bi^3+^Mo^6+^_(2-5x)_Mo^5+^_6x_O_7_(OH)·H_2_O (0≤x≤0.4),Mo,6
Gelosaite,Bi^3+^Mo^6+^_(2-5x)_Mo^5+^_6x_O_7_(OH)·H_2_O (0≤x≤0.4),Mo,5
Gelosaite,Bi^3+^Mo^6+^_(2-5x)_Mo^5+^_6x_O_7_(OH)·H_2_O (0≤x≤0.4),O,-2
Gelosaite,Bi^3+^Mo^6+^_(2-5x)_Mo^5+^_6x_O_7_(OH)·H_2_O (0≤x≤0.4),H,1
Ammoniomagnesiovoltaite,(N^3-^H_4_)_2_Mg_5_Fe^3+^_3_Al(S^6+^O_4_)_12_·18H_2_O,N,-3
Ammoniomagnesiovoltaite,(N^3-^H_4_)_2_Mg_5_Fe^3+^_3_Al(S^6+^O_4_)_12_·18H_2_O,H,1
Ammoniomagnesiovoltaite,(N^3-^H_4_)_2_Mg_5_Fe^3+^_3_Al(S^6+^O_4_)_12_·18H_2_O,Mg,0
Ammoniomagnesiovoltaite,(N^3-^H_4_)_2_Mg_5_Fe^3+^_3_Al(S^6+^O_4_)_12_·18H_2_O,Fe,3
Ammoniomagnesiovoltaite,(N^3-^H_4_)_2_Mg_5_Fe^3+^_3_Al(S^6+^O_4_)_12_·18H_2_O,Al,0
Ammoniomagnesiovoltaite,(N^3-^H_4_)_2_Mg_5_Fe^3+^_3_Al(S^6+^O_4_)_12_·18H_2_O,S,6
Ammoniomagnesiovoltaite,(N^3-^H_4_)_2_Mg_5_Fe^3+^_3_Al(S^6+^O_4_)_12_·18H_2_O,O,-2
Ellingsenite,Na_5_Ca_6_Si_18_O_38_(OH)_13_·6H_2_O,Na,0
Ellingsenite,Na_5_Ca_6_Si_18_O_38_(OH)_13_·6H_2_O,Ca,0
Ellingsenite,Na_5_Ca_6_Si_18_O_38_(OH)_13_·6H_2_O,Si,0
Ellingsenite,Na_5_Ca_6_Si_18_O_38_(OH)_13_·6H_2_O,O,-2
Ellingsenite,Na_5_Ca_6_Si_18_O_38_(OH)_13_·6H_2_O,H,1
Hogarthite,"(Na,K)_2_CaTi^4+^_2_Si_10_O_26_·8H_2_O",Na,0
Hogarthite,"(Na,K)_2_CaTi^4+^_2_Si_10_O_26_·8H_2_O",K,0
Hogarthite,"(Na,K)_2_CaTi^4+^_2_Si_10_O_26_·8H_2_O",Ca,0
Hogarthite,"(Na,K)_2_CaTi^4+^_2_Si_10_O_26_·8H_2_O",Ti,4
Hogarthite,"(Na,K)_2_CaTi^4+^_2_Si_10_O_26_·8H_2_O",Si,0
Hogarthite,"(Na,K)_2_CaTi^4+^_2_Si_10_O_26_·8H_2_O",O,-2
Hogarthite,"(Na,K)_2_CaTi^4+^_2_Si_10_O_26_·8H_2_O",H,1
Telluroperite,Pb^2+^_3_Te^4+^O_4_Cl^1-^_2_,Pb,2
Telluroperite,Pb^2+^_3_Te^4+^O_4_Cl^1-^_2_,Te,4
Telluroperite,Pb^2+^_3_Te^4+^O_4_Cl^1-^_2_,O,-2
Telluroperite,Pb^2+^_3_Te^4+^O_4_Cl^1-^_2_,Cl,-1
Markcooperite,Pb^2+^_2_(U^6+^O_2_)Te^6+^O_6_,Pb,2
Markcooperite,Pb^2+^_2_(U^6+^O_2_)Te^6+^O_6_,U,6
Markcooperite,Pb^2+^_2_(U^6+^O_2_)Te^6+^O_6_,O,-2
Markcooperite,Pb^2+^_2_(U^6+^O_2_)Te^6+^O_6_,Te,6
Luinaite-(OH),NaFe^2+^_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_OH,Na,0
Luinaite-(OH),NaFe^2+^_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_OH,Fe,2
Luinaite-(OH),NaFe^2+^_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_OH,Mg,0
Luinaite-(OH),NaFe^2+^_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_OH,Al,0
Luinaite-(OH),NaFe^2+^_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_OH,B,0
Luinaite-(OH),NaFe^2+^_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_OH,O,-2
Luinaite-(OH),NaFe^2+^_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_OH,Si,0
Luinaite-(OH),NaFe^2+^_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_OH,H,1
Edwardsite,Cu^2+^_3_Cd^2+^_2_(S^6+^O_4_)_2_(OH)_6_·4H_2_O,Cu,2
Edwardsite,Cu^2+^_3_Cd^2+^_2_(S^6+^O_4_)_2_(OH)_6_·4H_2_O,Cd,2
Edwardsite,Cu^2+^_3_Cd^2+^_2_(S^6+^O_4_)_2_(OH)_6_·4H_2_O,S,6
Edwardsite,Cu^2+^_3_Cd^2+^_2_(S^6+^O_4_)_2_(OH)_6_·4H_2_O,O,-2
Edwardsite,Cu^2+^_3_Cd^2+^_2_(S^6+^O_4_)_2_(OH)_6_·4H_2_O,H,1
Menzerite-(Y),CaY^3+^_2_Mg_2_Si_3_O_12_,Ca,0
Menzerite-(Y),CaY^3+^_2_Mg_2_Si_3_O_12_,Y,3
Menzerite-(Y),CaY^3+^_2_Mg_2_Si_3_O_12_,Mg,0
Menzerite-(Y),CaY^3+^_2_Mg_2_Si_3_O_12_,Si,0
Menzerite-(Y),CaY^3+^_2_Mg_2_Si_3_O_12_,O,-2
Elbrusite,Ca_3_(Zr^4+^_1.5_U^6+^_0.5_)Fe^3+^_3_O_12_,Ca,0
Elbrusite,Ca_3_(Zr^4+^_1.5_U^6+^_0.5_)Fe^3+^_3_O_12_,Zr,4
Elbrusite,Ca_3_(Zr^4+^_1.5_U^6+^_0.5_)Fe^3+^_3_O_12_,U,6
Elbrusite,Ca_3_(Zr^4+^_1.5_U^6+^_0.5_)Fe^3+^_3_O_12_,Fe,3
Elbrusite,Ca_3_(Zr^4+^_1.5_U^6+^_0.5_)Fe^3+^_3_O_12_,O,-2
Bitikleite,Ca_3_Sn^4+^Sb^5+^Al_3_O_12_,Ca,0
Bitikleite,Ca_3_Sn^4+^Sb^5+^Al_3_O_12_,Sn,4
Bitikleite,Ca_3_Sn^4+^Sb^5+^Al_3_O_12_,Sb,5
Bitikleite,Ca_3_Sn^4+^Sb^5+^Al_3_O_12_,Al,0
Bitikleite,Ca_3_Sn^4+^Sb^5+^Al_3_O_12_,O,-2
Usturite,Ca_3_Zr^4+^Sb^5+^Fe^3+^_3_O_12_,Ca,0
Usturite,Ca_3_Zr^4+^Sb^5+^Fe^3+^_3_O_12_,Zr,4
Usturite,Ca_3_Zr^4+^Sb^5+^Fe^3+^_3_O_12_,Sb,5
Usturite,Ca_3_Zr^4+^Sb^5+^Fe^3+^_3_O_12_,Fe,3
Usturite,Ca_3_Zr^4+^Sb^5+^Fe^3+^_3_O_12_,O,-2
Eringaite,Ca_3_Sc^3+^_2_Si_3_O_12_,Ca,0
Eringaite,Ca_3_Sc^3+^_2_Si_3_O_12_,Sc,3
Eringaite,Ca_3_Sc^3+^_2_Si_3_O_12_,Si,0
Eringaite,Ca_3_Sc^3+^_2_Si_3_O_12_,O,-2
Chovanite,Pb_15-2x_Sb_14+2x_S_36_O_x_; (x~0.2),Pb,0
Chovanite,Pb_15-2x_Sb_14+2x_S_36_O_x_; (x~0.2),Sb,0
Chovanite,Pb_15-2x_Sb_14+2x_S_36_O_x_; (x~0.2),S,0
Chovanite,Pb_15-2x_Sb_14+2x_S_36_O_x_; (x~0.2),O,-2
Kobokoboite,Al_6_(PO_4_)_4_(OH)_6_·11H_2_O,Al,0
Kobokoboite,Al_6_(PO_4_)_4_(OH)_6_·11H_2_O,P,0
Kobokoboite,Al_6_(PO_4_)_4_(OH)_6_·11H_2_O,O,-2
Kobokoboite,Al_6_(PO_4_)_4_(OH)_6_·11H_2_O,H,1
Dalnegroite,"Tl^1+^_4_Pb^2+^_2_(As^3+^,Sb^3+^)_20_S^2-^_34_",Tl,1
Dalnegroite,"Tl^1+^_4_Pb^2+^_2_(As^3+^,Sb^3+^)_20_S^2-^_34_",Pb,2
Dalnegroite,"Tl^1+^_4_Pb^2+^_2_(As^3+^,Sb^3+^)_20_S^2-^_34_",As,3
Dalnegroite,"Tl^1+^_4_Pb^2+^_2_(As^3+^,Sb^3+^)_20_S^2-^_34_",Sb,3
Dalnegroite,"Tl^1+^_4_Pb^2+^_2_(As^3+^,Sb^3+^)_20_S^2-^_34_",S,-2
Noonkanbahite,KNaBaTi^4+^_2_(Si_4_O_12_)O_2_,K,0
Noonkanbahite,KNaBaTi^4+^_2_(Si_4_O_12_)O_2_,Na,0
Noonkanbahite,KNaBaTi^4+^_2_(Si_4_O_12_)O_2_,Ba,0
Noonkanbahite,KNaBaTi^4+^_2_(Si_4_O_12_)O_2_,Ti,4
Noonkanbahite,KNaBaTi^4+^_2_(Si_4_O_12_)O_2_,Si,0
Noonkanbahite,KNaBaTi^4+^_2_(Si_4_O_12_)O_2_,O,-2
Pseudolyonsite,Cu^2+^_3_(V^5+^O_4_)_2_,Cu,2
Pseudolyonsite,Cu^2+^_3_(V^5+^O_4_)_2_,V,5
Pseudolyonsite,Cu^2+^_3_(V^5+^O_4_)_2_,O,-2
Ottoite,Pb^2+^_2_Te^6+^O_5_,Pb,2
Ottoite,Pb^2+^_2_Te^6+^O_5_,Te,6
Ottoite,Pb^2+^_2_Te^6+^O_5_,O,-2
Timroseite,Pb^2+^_2_Cu^2+^_5_(Te^6+^O_6_)_2_(OH)_2_,Pb,2
Timroseite,Pb^2+^_2_Cu^2+^_5_(Te^6+^O_6_)_2_(OH)_2_,Cu,2
Timroseite,Pb^2+^_2_Cu^2+^_5_(Te^6+^O_6_)_2_(OH)_2_,Te,6
Timroseite,Pb^2+^_2_Cu^2+^_5_(Te^6+^O_6_)_2_(OH)_2_,O,-2
Timroseite,Pb^2+^_2_Cu^2+^_5_(Te^6+^O_6_)_2_(OH)_2_,H,1
Paratimroseite,Pb^2+^Cu^2+^_2_(Te^6+^O_6_)·H_2_O,Pb,2
Paratimroseite,Pb^2+^Cu^2+^_2_(Te^6+^O_6_)·H_2_O,Cu,2
Paratimroseite,Pb^2+^Cu^2+^_2_(Te^6+^O_6_)·H_2_O,Te,6
Paratimroseite,Pb^2+^Cu^2+^_2_(Te^6+^O_6_)·H_2_O,O,-2
Paratimroseite,Pb^2+^Cu^2+^_2_(Te^6+^O_6_)·H_2_O,H,1
Townendite,Na_8_Zr^4+^Si_6_O_18_,Na,0
Townendite,Na_8_Zr^4+^Si_6_O_18_,Zr,4
Townendite,Na_8_Zr^4+^Si_6_O_18_,Si,0
Townendite,Na_8_Zr^4+^Si_6_O_18_,O,-2
Fivegite,K_4_Ca_2_[AlSi_7_O_17_(O_2-x_(OH)_x_)][(H_2_O)_2-x_(OH)_x_]Cl (x = 0-2),K,0
Fivegite,K_4_Ca_2_[AlSi_7_O_17_(O_2-x_(OH)_x_)][(H_2_O)_2-x_(OH)_x_]Cl (x = 0-2),Ca,0
Fivegite,K_4_Ca_2_[AlSi_7_O_17_(O_2-x_(OH)_x_)][(H_2_O)_2-x_(OH)_x_]Cl (x = 0-2),Al,0
Fivegite,K_4_Ca_2_[AlSi_7_O_17_(O_2-x_(OH)_x_)][(H_2_O)_2-x_(OH)_x_]Cl (x = 0-2),Si,0
Fivegite,K_4_Ca_2_[AlSi_7_O_17_(O_2-x_(OH)_x_)][(H_2_O)_2-x_(OH)_x_]Cl (x = 0-2),O,-2
Fivegite,K_4_Ca_2_[AlSi_7_O_17_(O_2-x_(OH)_x_)][(H_2_O)_2-x_(OH)_x_]Cl (x = 0-2),H,1
Fivegite,K_4_Ca_2_[AlSi_7_O_17_(O_2-x_(OH)_x_)][(H_2_O)_2-x_(OH)_x_]Cl (x = 0-2),Cl,0
Georgerobinsonite,Pb^2+^_4_(Cr^6+^O_4_)_2_(OH)_2_FCl,Pb,2
Georgerobinsonite,Pb^2+^_4_(Cr^6+^O_4_)_2_(OH)_2_FCl,Cr,6
Georgerobinsonite,Pb^2+^_4_(Cr^6+^O_4_)_2_(OH)_2_FCl,O,-2
Georgerobinsonite,Pb^2+^_4_(Cr^6+^O_4_)_2_(OH)_2_FCl,H,1
Georgerobinsonite,Pb^2+^_4_(Cr^6+^O_4_)_2_(OH)_2_FCl,F,0
Georgerobinsonite,Pb^2+^_4_(Cr^6+^O_4_)_2_(OH)_2_FCl,Cl,0
Oxyphlogopite,"K(Mg,Ti^4+^,Fe^3+^,Fe^2+^)_3_[(Si,Al)_4_O_10_](O,F)_2_",K,0
Oxyphlogopite,"K(Mg,Ti^4+^,Fe^3+^,Fe^2+^)_3_[(Si,Al)_4_O_10_](O,F)_2_",Mg,0
Oxyphlogopite,"K(Mg,Ti^4+^,Fe^3+^,Fe^2+^)_3_[(Si,Al)_4_O_10_](O,F)_2_",Ti,4
Oxyphlogopite,"K(Mg,Ti^4+^,Fe^3+^,Fe^2+^)_3_[(Si,Al)_4_O_10_](O,F)_2_",Fe,3
Oxyphlogopite,"K(Mg,Ti^4+^,Fe^3+^,Fe^2+^)_3_[(Si,Al)_4_O_10_](O,F)_2_",Fe,2
Oxyphlogopite,"K(Mg,Ti^4+^,Fe^3+^,Fe^2+^)_3_[(Si,Al)_4_O_10_](O,F)_2_",Si,0
Oxyphlogopite,"K(Mg,Ti^4+^,Fe^3+^,Fe^2+^)_3_[(Si,Al)_4_O_10_](O,F)_2_",Al,0
Oxyphlogopite,"K(Mg,Ti^4+^,Fe^3+^,Fe^2+^)_3_[(Si,Al)_4_O_10_](O,F)_2_",O,-2
Oxyphlogopite,"K(Mg,Ti^4+^,Fe^3+^,Fe^2+^)_3_[(Si,Al)_4_O_10_](O,F)_2_",F,0
Fluornatrocoulsellite,(Na_1.5_Ca_0.5_)(Mg_1.5_Al_0.5_)F_6_F,Na,0
Fluornatrocoulsellite,(Na_1.5_Ca_0.5_)(Mg_1.5_Al_0.5_)F_6_F,Ca,0
Fluornatrocoulsellite,(Na_1.5_Ca_0.5_)(Mg_1.5_Al_0.5_)F_6_F,Mg,0
Fluornatrocoulsellite,(Na_1.5_Ca_0.5_)(Mg_1.5_Al_0.5_)F_6_F,Al,0
Fluornatrocoulsellite,(Na_1.5_Ca_0.5_)(Mg_1.5_Al_0.5_)F_6_F,F,0
Eurekadumpite,"(Cu^2+^,Zn^2+^)_16_(Te^4+^O_3_)_2_(As^5+^O_4_)_3_Cl^1-^(OH)_18_·7H_2_O",Cu,2
Eurekadumpite,"(Cu^2+^,Zn^2+^)_16_(Te^4+^O_3_)_2_(As^5+^O_4_)_3_Cl^1-^(OH)_18_·7H_2_O",Zn,2
Eurekadumpite,"(Cu^2+^,Zn^2+^)_16_(Te^4+^O_3_)_2_(As^5+^O_4_)_3_Cl^1-^(OH)_18_·7H_2_O",Te,4
Eurekadumpite,"(Cu^2+^,Zn^2+^)_16_(Te^4+^O_3_)_2_(As^5+^O_4_)_3_Cl^1-^(OH)_18_·7H_2_O",O,-2
Eurekadumpite,"(Cu^2+^,Zn^2+^)_16_(Te^4+^O_3_)_2_(As^5+^O_4_)_3_Cl^1-^(OH)_18_·7H_2_O",As,5
Eurekadumpite,"(Cu^2+^,Zn^2+^)_16_(Te^4+^O_3_)_2_(As^5+^O_4_)_3_Cl^1-^(OH)_18_·7H_2_O",Cl,-1
Eurekadumpite,"(Cu^2+^,Zn^2+^)_16_(Te^4+^O_3_)_2_(As^5+^O_4_)_3_Cl^1-^(OH)_18_·7H_2_O",H,1
Askagenite-(Nd),Mn^2+^NdAl_2_Fe^3+^(Si_2_O_7_)(SiO_4_)O_2_,Mn,2
Askagenite-(Nd),Mn^2+^NdAl_2_Fe^3+^(Si_2_O_7_)(SiO_4_)O_2_,Nd,0
Askagenite-(Nd),Mn^2+^NdAl_2_Fe^3+^(Si_2_O_7_)(SiO_4_)O_2_,Al,0
Askagenite-(Nd),Mn^2+^NdAl_2_Fe^3+^(Si_2_O_7_)(SiO_4_)O_2_,Fe,3
Askagenite-(Nd),Mn^2+^NdAl_2_Fe^3+^(Si_2_O_7_)(SiO_4_)O_2_,Si,0
Askagenite-(Nd),Mn^2+^NdAl_2_Fe^3+^(Si_2_O_7_)(SiO_4_)O_2_,O,-2
Depmeierite,"Na_8_(Al_6_Si_6_O_24_)(PO_4_,CO_3_)_1-x_·3H_2_O; (x<0.5)",Na,0
Depmeierite,"Na_8_(Al_6_Si_6_O_24_)(PO_4_,CO_3_)_1-x_·3H_2_O; (x<0.5)",Al,0
Depmeierite,"Na_8_(Al_6_Si_6_O_24_)(PO_4_,CO_3_)_1-x_·3H_2_O; (x<0.5)",Si,0
Depmeierite,"Na_8_(Al_6_Si_6_O_24_)(PO_4_,CO_3_)_1-x_·3H_2_O; (x<0.5)",O,-2
Depmeierite,"Na_8_(Al_6_Si_6_O_24_)(PO_4_,CO_3_)_1-x_·3H_2_O; (x<0.5)",P,0
Depmeierite,"Na_8_(Al_6_Si_6_O_24_)(PO_4_,CO_3_)_1-x_·3H_2_O; (x<0.5)",C,0
Depmeierite,"Na_8_(Al_6_Si_6_O_24_)(PO_4_,CO_3_)_1-x_·3H_2_O; (x<0.5)",H,1
Qingheiite-(Fe2+),Na_2_Fe^2+^MgAl(PO_4_)_3_,Na,0
Qingheiite-(Fe2+),Na_2_Fe^2+^MgAl(PO_4_)_3_,Fe,2
Qingheiite-(Fe2+),Na_2_Fe^2+^MgAl(PO_4_)_3_,Mg,0
Qingheiite-(Fe2+),Na_2_Fe^2+^MgAl(PO_4_)_3_,Al,0
Qingheiite-(Fe2+),Na_2_Fe^2+^MgAl(PO_4_)_3_,P,0
Qingheiite-(Fe2+),Na_2_Fe^2+^MgAl(PO_4_)_3_,O,-2
Kurilite,Ag_8_Te_3_Se,Ag,0
Kurilite,Ag_8_Te_3_Se,Te,0
Kurilite,Ag_8_Te_3_Se,Se,0
Agricolaite,K_4_(U^6+^O_2_)(CO_3_)_3_,K,0
Agricolaite,K_4_(U^6+^O_2_)(CO_3_)_3_,U,6
Agricolaite,K_4_(U^6+^O_2_)(CO_3_)_3_,O,-2
Agricolaite,K_4_(U^6+^O_2_)(CO_3_)_3_,C,0
Hanjiangite,Ba_2_Ca(V^3+^Al)(AlSi_3_O_10_)(OH)_2_F(CO_3_)_2_,Ba,0
Hanjiangite,Ba_2_Ca(V^3+^Al)(AlSi_3_O_10_)(OH)_2_F(CO_3_)_2_,Ca,0
Hanjiangite,Ba_2_Ca(V^3+^Al)(AlSi_3_O_10_)(OH)_2_F(CO_3_)_2_,V,3
Hanjiangite,Ba_2_Ca(V^3+^Al)(AlSi_3_O_10_)(OH)_2_F(CO_3_)_2_,Al,0
Hanjiangite,Ba_2_Ca(V^3+^Al)(AlSi_3_O_10_)(OH)_2_F(CO_3_)_2_,Si,0
Hanjiangite,Ba_2_Ca(V^3+^Al)(AlSi_3_O_10_)(OH)_2_F(CO_3_)_2_,O,-2
Hanjiangite,Ba_2_Ca(V^3+^Al)(AlSi_3_O_10_)(OH)_2_F(CO_3_)_2_,H,1
Hanjiangite,Ba_2_Ca(V^3+^Al)(AlSi_3_O_10_)(OH)_2_F(CO_3_)_2_,F,0
Hanjiangite,Ba_2_Ca(V^3+^Al)(AlSi_3_O_10_)(OH)_2_F(CO_3_)_2_,C,0
Nisnite,Ni_3_Sn,Ni,0
Nisnite,Ni_3_Sn,Sn,0
Ferri-fluoro-leakeite,NaNa_2_(Mg_2_Fe^3+^_2_Li)Si_8_O_22_F_2_,Na,0
Ferri-fluoro-leakeite,NaNa_2_(Mg_2_Fe^3+^_2_Li)Si_8_O_22_F_2_,Mg,0
Ferri-fluoro-leakeite,NaNa_2_(Mg_2_Fe^3+^_2_Li)Si_8_O_22_F_2_,Fe,3
Ferri-fluoro-leakeite,NaNa_2_(Mg_2_Fe^3+^_2_Li)Si_8_O_22_F_2_,Li,0
Ferri-fluoro-leakeite,NaNa_2_(Mg_2_Fe^3+^_2_Li)Si_8_O_22_F_2_,Si,0
Ferri-fluoro-leakeite,NaNa_2_(Mg_2_Fe^3+^_2_Li)Si_8_O_22_F_2_,O,-2
Ferri-fluoro-leakeite,NaNa_2_(Mg_2_Fe^3+^_2_Li)Si_8_O_22_F_2_,F,0
Iangreyite,"Ca_2_Al_7_(P^5+^O_4_)_2_(P^5+^O_3_OH)_2_(OH,F)_15_·8H_2_O",Ca,0
Iangreyite,"Ca_2_Al_7_(P^5+^O_4_)_2_(P^5+^O_3_OH)_2_(OH,F)_15_·8H_2_O",Al,0
Iangreyite,"Ca_2_Al_7_(P^5+^O_4_)_2_(P^5+^O_3_OH)_2_(OH,F)_15_·8H_2_O",P,5
Iangreyite,"Ca_2_Al_7_(P^5+^O_4_)_2_(P^5+^O_3_OH)_2_(OH,F)_15_·8H_2_O",P,5
Iangreyite,"Ca_2_Al_7_(P^5+^O_4_)_2_(P^5+^O_3_OH)_2_(OH,F)_15_·8H_2_O",O,-2
Iangreyite,"Ca_2_Al_7_(P^5+^O_4_)_2_(P^5+^O_3_OH)_2_(OH,F)_15_·8H_2_O",H,1
Iangreyite,"Ca_2_Al_7_(P^5+^O_4_)_2_(P^5+^O_3_OH)_2_(OH,F)_15_·8H_2_O",F,0
Chromo-alumino-povondraite,NaCr^3+^_3_(Al_4_Mg_2_)(Si_6_O_18_)(BO_3_)_3_(OH)_3_O,Na,0
Chromo-alumino-povondraite,NaCr^3+^_3_(Al_4_Mg_2_)(Si_6_O_18_)(BO_3_)_3_(OH)_3_O,Cr,3
Chromo-alumino-povondraite,NaCr^3+^_3_(Al_4_Mg_2_)(Si_6_O_18_)(BO_3_)_3_(OH)_3_O,Al,0
Chromo-alumino-povondraite,NaCr^3+^_3_(Al_4_Mg_2_)(Si_6_O_18_)(BO_3_)_3_(OH)_3_O,Mg,0
Chromo-alumino-povondraite,NaCr^3+^_3_(Al_4_Mg_2_)(Si_6_O_18_)(BO_3_)_3_(OH)_3_O,Si,0
Chromo-alumino-povondraite,NaCr^3+^_3_(Al_4_Mg_2_)(Si_6_O_18_)(BO_3_)_3_(OH)_3_O,O,-2
Chromo-alumino-povondraite,NaCr^3+^_3_(Al_4_Mg_2_)(Si_6_O_18_)(BO_3_)_3_(OH)_3_O,B,0
Chromo-alumino-povondraite,NaCr^3+^_3_(Al_4_Mg_2_)(Si_6_O_18_)(BO_3_)_3_(OH)_3_O,H,1
Fluor-dravite,NaMg_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_F,Na,0
Fluor-dravite,NaMg_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_F,Mg,0
Fluor-dravite,NaMg_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_F,Al,0
Fluor-dravite,NaMg_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_F,Si,0
Fluor-dravite,NaMg_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_F,O,-2
Fluor-dravite,NaMg_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_F,B,0
Fluor-dravite,NaMg_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_F,H,1
Fluor-dravite,NaMg_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_F,F,0
Megawite,CaSn^4+^O_3_,Ca,0
Megawite,CaSn^4+^O_3_,Sn,4
Megawite,CaSn^4+^O_3_,O,-2
Mendeleevite-(Ce),"Cs^1+^_6_(Ce^3+^,Ca)_30_(Si_70_O_175_)(OH,F,H_2_O)_35_",Cs,1
Mendeleevite-(Ce),"Cs^1+^_6_(Ce^3+^,Ca)_30_(Si_70_O_175_)(OH,F,H_2_O)_35_",Ce,3
Mendeleevite-(Ce),"Cs^1+^_6_(Ce^3+^,Ca)_30_(Si_70_O_175_)(OH,F,H_2_O)_35_",REE,0
Mendeleevite-(Ce),"Cs^1+^_6_(Ce^3+^,Ca)_30_(Si_70_O_175_)(OH,F,H_2_O)_35_",Ca,0
Mendeleevite-(Ce),"Cs^1+^_6_(Ce^3+^,Ca)_30_(Si_70_O_175_)(OH,F,H_2_O)_35_",Si,0
Mendeleevite-(Ce),"Cs^1+^_6_(Ce^3+^,Ca)_30_(Si_70_O_175_)(OH,F,H_2_O)_35_",O,-2
