mineral_name,chemistry_elements
Sejkoraite-(Y),S
Sejkoraite-(Y),H
Magnesioneptunite,K
Magnesioneptunite,Na
Magnesioneptunite,Li
Magnesioneptunite,Mg
Magnesioneptunite,Ti
Magnesioneptunite,Si
Magnesioneptunite,O
Devitoite,Ba
Devitoite,Fe
Devitoite,Si
Devitoite,O
Devitoite,P
Devitoite,C
Devitoite,H
Camaraite,Ba
Camaraite,Na
Camaraite,Fe
Camaraite,Ti
Camaraite,Si
Camaraite,O
Camaraite,H
Camaraite,F
Fluoro-leakeite,Na
Fluoro-leakeite,Mg
Fluoro-leakeite,Al
Fluoro-leakeite,Li
Fluoro-leakeite,Si
Fluoro-leakeite,O
Fluoro-leakeite,F
Arisite-(Ce),Na
Arisite-(Ce),Ce
Arisite-(Ce),C
Arisite-(Ce),O
Arisite-(Ce),F
Strontiofluorite,Sr
Strontiofluorite,F
Polezhaevaite-(Ce),Na
Polezhaevaite-(Ce),Sr
Polezhaevaite-(Ce),Ce
Polezhaevaite-(Ce),F
Debattistiite,Ag
Debattistiite,Hg
Debattistiite,As
Debattistiite,S
Debattistiite,Te
Yangzhumingite,K
Yangzhumingite,Mg
Yangzhumingite,Si
Yangzhumingite,O
Yangzhumingite,F
Huanzalaite,Mg
Huanzalaite,W
Huanzalaite,O
Arisite-(La),Na
Arisite-(La),La
Arisite-(La),C
Arisite-(La),O
Arisite-(La),F
Peatite-(Y),Li
Peatite-(Y),Na
Peatite-(Y),Y
Peatite-(Y),Ca
Peatite-(Y),H
Peatite-(Y),REE
Peatite-(Y),P
Peatite-(Y),O
Peatite-(Y),C
Peatite-(Y),F
Ramikite-(Y),Li
Ramikite-(Y),Na
Ramikite-(Y),Ca
Ramikite-(Y),Y
Ramikite-(Y),REE
Ramikite-(Y),Zr
Ramikite-(Y),P
Ramikite-(Y),O
Ramikite-(Y),C
Ramikite-(Y),H
Ramikite-(Y),F
Thorneite,Pb
Thorneite,Te
Thorneite,O
Thorneite,C
Thorneite,Cl
Thorneite,H
Housleyite,Pb
Housleyite,Cu
Housleyite,Te
Housleyite,O
Housleyite,H
Paraershovite,Na
Paraershovite,K
Paraershovite,Fe
Paraershovite,Si
Paraershovite,O
Paraershovite,H
Hibonite-(Fe),Fe
Hibonite-(Fe),Mg
Hibonite-(Fe),Al
Hibonite-(Fe),O
Carbobystrite,Na
Carbobystrite,Al
Carbobystrite,Si
Carbobystrite,O
Carbobystrite,C
Carbobystrite,H
Kerimasite,Ca
Kerimasite,Zr
Kerimasite,Fe
Kerimasite,Si
Kerimasite,O
Barioferrite,Ba
Barioferrite,Fe
Barioferrite,O
Vorlanite,Ca
Vorlanite,U
Vorlanite,O
Toturite,Ca
Toturite,Sn
Toturite,Fe
Toturite,Si
Toturite,O
Ferro-ferri-obertiite,Na
Ferro-ferri-obertiite,Fe
Ferro-ferri-obertiite,Ti
Ferro-ferri-obertiite,Si
Ferro-ferri-obertiite,O
Litochlebite,Ag
Litochlebite,Pb
Litochlebite,Bi
Litochlebite,Se
Auriacusite,Fe
Auriacusite,Cu
Auriacusite,As
Auriacusite,O
Manganoeudialyte,Na
Manganoeudialyte,Ca
Manganoeudialyte,Mn
Manganoeudialyte,Zr
Manganoeudialyte,Si
Manganoeudialyte,O
Manganoeudialyte,H
Manganoeudialyte,Cl
Gelosaite,Bi
Gelosaite,Mo
Gelosaite,O
Gelosaite,H
Ammoniomagnesiovoltaite,N
Ammoniomagnesiovoltaite,H
Ammoniomagnesiovoltaite,Mg
Ammoniomagnesiovoltaite,Fe
Ammoniomagnesiovoltaite,Al
Ammoniomagnesiovoltaite,S
Ammoniomagnesiovoltaite,O
Ellingsenite,Na
Ellingsenite,Ca
Ellingsenite,Si
Ellingsenite,O
Ellingsenite,H
Hogarthite,Na
Hogarthite,K
Hogarthite,Ca
Hogarthite,Ti
Hogarthite,Si
Hogarthite,O
Hogarthite,H
Telluroperite,Pb
Telluroperite,Te
Telluroperite,O
Telluroperite,Cl
Markcooperite,Pb
Markcooperite,U
Markcooperite,O
Markcooperite,Te
Luinaite-(OH),Na
Luinaite-(OH),Fe
Luinaite-(OH),Mg
Luinaite-(OH),Al
Luinaite-(OH),B
Luinaite-(OH),O
Luinaite-(OH),Si
Luinaite-(OH),H
Edwardsite,Cu
Edwardsite,Cd
Edwardsite,S
Edwardsite,O
Edwardsite,H
Menzerite-(Y),Ca
Menzerite-(Y),Y
Menzerite-(Y),Mg
Menzerite-(Y),Si
Menzerite-(Y),O
Elbrusite,Ca
Elbrusite,Zr
Elbrusite,U
Elbrusite,Fe
Elbrusite,O
Bitikleite,Ca
Bitikleite,Sn
Bitikleite,Sb
Bitikleite,Al
Bitikleite,O
Usturite,Ca
Usturite,Zr
Usturite,Sb
Usturite,Fe
Usturite,O
Eringaite,Ca
Eringaite,Sc
Eringaite,Si
Eringaite,O
Chovanite,Pb
Chovanite,Sb
Chovanite,S
Chovanite,O
Kobokoboite,Al
Kobokoboite,P
Kobokoboite,O
Kobokoboite,H
Dalnegroite,Tl
Dalnegroite,Pb
Dalnegroite,As
Dalnegroite,Sb
Dalnegroite,S
Noonkanbahite,K
Noonkanbahite,Na
Noonkanbahite,Ba
Noonkanbahite,Ti
Noonkanbahite,Si
Noonkanbahite,O
Pseudolyonsite,Cu
Pseudolyonsite,V
Pseudolyonsite,O
Ottoite,Pb
Ottoite,Te
Ottoite,O
Timroseite,Pb
Timroseite,Cu
Timroseite,Te
Timroseite,O
Timroseite,H
Paratimroseite,Pb
Paratimroseite,Cu
Paratimroseite,Te
Paratimroseite,O
Paratimroseite,H
Townendite,Na
Townendite,Zr
Townendite,Si
Townendite,O
Fivegite,K
Fivegite,Ca
Fivegite,Al
Fivegite,Si
Fivegite,O
Fivegite,H
Fivegite,Cl
Georgerobinsonite,Pb
Georgerobinsonite,Cr
Georgerobinsonite,O
Georgerobinsonite,H
Georgerobinsonite,F
Georgerobinsonite,Cl
Oxyphlogopite,K
Oxyphlogopite,Mg
Oxyphlogopite,Ti
Oxyphlogopite,Fe
Oxyphlogopite,Si
Oxyphlogopite,Al
Oxyphlogopite,O
Oxyphlogopite,F
Fluornatrocoulsellite,Na
Fluornatrocoulsellite,Ca
Fluornatrocoulsellite,Mg
Fluornatrocoulsellite,Al
Fluornatrocoulsellite,F
Eurekadumpite,Cu
Eurekadumpite,Zn
Eurekadumpite,Te
Eurekadumpite,O
Eurekadumpite,As
Eurekadumpite,Cl
Eurekadumpite,H
Askagenite-(Nd),Mn
Askagenite-(Nd),Nd
Askagenite-(Nd),Al
Askagenite-(Nd),Fe
Askagenite-(Nd),Si
Askagenite-(Nd),O
Depmeierite,Na
Depmeierite,Al
Depmeierite,Si
Depmeierite,O
Depmeierite,P
Depmeierite,C
Depmeierite,H
Kurilite,Ag
Kurilite,Te
Kurilite,Se
Agricolaite,K
Agricolaite,U
Agricolaite,O
Agricolaite,C
Hanjiangite,Ba
Hanjiangite,Ca
Hanjiangite,V
Hanjiangite,Al
Hanjiangite,Si
Hanjiangite,O
Hanjiangite,H
Hanjiangite,F
Hanjiangite,C
Nisnite,Ni
Nisnite,Sn
Ferri-fluoro-leakeite,Na
Ferri-fluoro-leakeite,Mg
Ferri-fluoro-leakeite,Fe
Ferri-fluoro-leakeite,Li
Ferri-fluoro-leakeite,Si
Ferri-fluoro-leakeite,O
Ferri-fluoro-leakeite,F
Iangreyite,Ca
Iangreyite,Al
Iangreyite,P
Iangreyite,O
Iangreyite,H
Iangreyite,F
Chromo-alumino-povondraite,Na
Chromo-alumino-povondraite,Cr
Chromo-alumino-povondraite,Al
Chromo-alumino-povondraite,Mg
Chromo-alumino-povondraite,Si
Chromo-alumino-povondraite,O
Chromo-alumino-povondraite,B
Chromo-alumino-povondraite,H
Fluor-dravite,Na
Fluor-dravite,Mg
Fluor-dravite,Al
Fluor-dravite,Si
Fluor-dravite,O
Fluor-dravite,B
Fluor-dravite,H
Fluor-dravite,F
Megawite,Ca
Megawite,Sn
Megawite,O
Hydroxylhedyphane,Ca
Hydroxylhedyphane,Pb
Hydroxylhedyphane,As
Hydroxylhedyphane,O
Hydroxylhedyphane,H
Mendeleevite-(Ce),Cs
Mendeleevite-(Ce),Ce
Mendeleevite-(Ce),REE
Mendeleevite-(Ce),Ca
Mendeleevite-(Ce),Si
Mendeleevite-(Ce),O
Mendeleevite-(Ce),H
Mendeleevite-(Ce),F
Kirchhoffite,Cs
Kirchhoffite,B
Kirchhoffite,Si
Kirchhoffite,O
Aluminocoquimbite,Al
Aluminocoquimbite,Fe
Aluminocoquimbite,S
Aluminocoquimbite,O
Aluminocoquimbite,H
Tancaite-(Ce),Fe
Tancaite-(Ce),Ce
Tancaite-(Ce),Mo
Tancaite-(Ce),O
Tancaite-(Ce),H
Fluorokinoshitalite,Ba
Fluorokinoshitalite,Mg
Fluorokinoshitalite,Al
Fluorokinoshitalite,Si
Fluorokinoshitalite,O
Fluorokinoshitalite,F
Fluorotetraferriphlogopite,K
Fluorotetraferriphlogopite,Mg
Fluorotetraferriphlogopite,Fe
Fluorotetraferriphlogopite,Si
Fluorotetraferriphlogopite,O
Fluorotetraferriphlogopite,F
Murchisite,Cr
Murchisite,S
Klajite,Mn
Klajite,Cu
Klajite,As
Klajite,O
Klajite,H
Hermannroseite,Ca
Hermannroseite,Cu
Hermannroseite,P
Hermannroseite,O
Hermannroseite,H
Cuprokalininite,Cu
Cuprokalininite,Cr
Cuprokalininite,S
Natropharmacoalumite,Na
Natropharmacoalumite,Al
Natropharmacoalumite,As
Natropharmacoalumite,O
Natropharmacoalumite,H
Greenwoodite,Ba
Greenwoodite,V
Greenwoodite,O
Greenwoodite,H
Greenwoodite,Fe
Greenwoodite,Si
Naquite,Fe
Naquite,Si
Linzhiite,Fe
Linzhiite,Si
Coralloite,Mn
Coralloite,As
Coralloite,O
Coralloite,H
Hydroniumpharmacosiderite,H
Hydroniumpharmacosiderite,O
Hydroniumpharmacosiderite,Fe
Hydroniumpharmacosiderite,As
Hydroxycalcioromeite,Ca
Hydroxycalcioromeite,Sb
Hydroxycalcioromeite,Ti
Hydroxycalcioromeite,O
Hydroxycalcioromeite,H
Markascherite,Cu
Markascherite,Mo
Markascherite,O
Markascherite,H
Afmite,Al
Afmite,O
Afmite,H
Afmite,P
Tashelgite,Ca
Tashelgite,Mg
Tashelgite,Fe
Tashelgite,Al
Tashelgite,O
Tashelgite,H
Laurentianite,Na
Laurentianite,Nb
Laurentianite,Si
Laurentianite,O
Laurentianite,H
Barlowite,Cu
Barlowite,Br
Barlowite,F
Barlowite,O
Barlowite,H
Argandite,Mn
Argandite,V
Argandite,O
Argandite,H
Ferroericssonite,Ba
Ferroericssonite,Fe
Ferroericssonite,Si
Ferroericssonite,O
Ferroericssonite,H
Bohseite,Ca
Bohseite,Be
Bohseite,Al
Bohseite,Si
Bohseite,O
Bohseite,H
Plumboselite,Pb
Plumboselite,O
Plumboselite,Se
Aldridgeite,Cd
Aldridgeite,Ca
Aldridgeite,Cu
Aldridgeite,Zn
Aldridgeite,S
Aldridgeite,O
Aldridgeite,H
Yancowinnaite,Pb
Yancowinnaite,Cu
Yancowinnaite,Al
Yancowinnaite,As
Yancowinnaite,O
Yancowinnaite,H
Eliseevite,Na
Eliseevite,Li
Eliseevite,Ti
Eliseevite,O
Eliseevite,Si
Eliseevite,H
Rickturnerite,Pb
Rickturnerite,O
Rickturnerite,Mg
Rickturnerite,H
Rickturnerite,Cl
Schullerite,Ba
Schullerite,Ti
Schullerite,Na
Schullerite,Mg
Schullerite,Si
Schullerite,O
Schullerite,F
Carlgieseckeite-(Nd),Na
Carlgieseckeite-(Nd),Nd
Carlgieseckeite-(Nd),Ca
Carlgieseckeite-(Nd),P
Carlgieseckeite-(Nd),O
Carlgieseckeite-(Nd),F
Rauchite,Ni
Rauchite,U
Rauchite,O
Rauchite,As
Rauchite,H
Nordgauite,Mn
Nordgauite,Al
Nordgauite,P
Nordgauite,O
Nordgauite,F
Nordgauite,H
Bariopharmacoalumite,Ba
Bariopharmacoalumite,Al
Bariopharmacoalumite,As
Bariopharmacoalumite,O
Bariopharmacoalumite,H
Tornroosite,Pd
Tornroosite,As
Tornroosite,Te
Terrywallaceite,Ag
Terrywallaceite,Pb
Terrywallaceite,Sb
Terrywallaceite,Bi
Terrywallaceite,S
Behounekite,U
Behounekite,S
Behounekite,O
Behounekite,H
Carlosbarbosaite,U
Carlosbarbosaite,O
Carlosbarbosaite,Nb
Carlosbarbosaite,H
Tarbagataite,K
Tarbagataite,Ca
Tarbagataite,Fe
Tarbagataite,Ti
Tarbagataite,Si
Tarbagataite,O
Tarbagataite,H
Steedeite,Na
Steedeite,Mn
Steedeite,Si
Steedeite,B
Steedeite,O
Steedeite,H
Rakovanite,Na
Rakovanite,H
Rakovanite,V
Rakovanite,O
Panguite,Ti
Panguite,Al
Panguite,Sc
Panguite,Mg
Panguite,Zr
Panguite,Ca
Panguite,O
Cordylite-(La),Na
Cordylite-(La),Ca
Cordylite-(La),Ba
Cordylite-(La),La
Cordylite-(La),Sr
Cordylite-(La),C
Cordylite-(La),O
Cordylite-(La),F
Ferrisepiolite,Fe
Ferrisepiolite,Mg
Ferrisepiolite,Si
Ferrisepiolite,O
Ferrisepiolite,H
Allanite-(Nd),Ca
Allanite-(Nd),Nd
Allanite-(Nd),Al
Allanite-(Nd),Fe
Allanite-(Nd),Si
Allanite-(Nd),O
Allanite-(Nd),H
Pavlovskyite,Ca
Pavlovskyite,Si
Pavlovskyite,O
Dzhuluite,Ca
Dzhuluite,Sn
Dzhuluite,Sb
Dzhuluite,Fe
Dzhuluite,O
Ferriallanite-(La),Ca
Ferriallanite-(La),La
Ferriallanite-(La),Fe
Ferriallanite-(La),Al
Ferriallanite-(La),Si
Ferriallanite-(La),O
Ferriallanite-(La),H
Fluor-schorl,Na
Fluor-schorl,Fe
Fluor-schorl,Al
Fluor-schorl,Si
Fluor-schorl,O
Fluor-schorl,B
Fluor-schorl,H
Fluor-schorl,F
Arsenohopeite,Zn
Arsenohopeite,As
Arsenohopeite,O
Arsenohopeite,H
Vladimirivanovite,Na
Vladimirivanovite,Ca
Vladimirivanovite,Al
Vladimirivanovite,Si
Vladimirivanovite,O
Vladimirivanovite,S
Vladimirivanovite,Cl
Vladimirivanovite,H
Langbanshyttanite,Pb
Langbanshyttanite,Mn
Langbanshyttanite,Mg
Langbanshyttanite,As
Langbanshyttanite,O
Langbanshyttanite,H
Rusinovite,Ca
Rusinovite,Si
Rusinovite,O
Rusinovite,Cl
Ernstburkeite,Mg
Ernstburkeite,C
Ernstburkeite,H
Ernstburkeite,S
Ernstburkeite,O
Irinarassite,Ca
Irinarassite,Sn
Irinarassite,Al
Irinarassite,Si
Irinarassite,O
Galuskinite,Ca
Galuskinite,Si
Galuskinite,O
Galuskinite,C
Eldragonite,Cu
Eldragonite,Bi
Eldragonite,Se
Jacutingaite,Pt
Jacutingaite,Hg
Jacutingaite,Se
Ferrotochilinite,Fe
Ferrotochilinite,S
Ferrotochilinite,O
Ferrotochilinite,H
Chukhrovite-(Ca),Ca
Chukhrovite-(Ca),Al
Chukhrovite-(Ca),S
Chukhrovite-(Ca),O
Chukhrovite-(Ca),F
Chukhrovite-(Ca),H
Angarfite,Na
Angarfite,Fe
Angarfite,P
Angarfite,O
Angarfite,H
Atelisite-(Y),Y
Atelisite-(Y),Si
Atelisite-(Y),O
Atelisite-(Y),H
Heisenbergite,U
Heisenbergite,O
Heisenbergite,H
Boscardinite,Tl
Boscardinite,Pb
Boscardinite,Sb
Boscardinite,As
Boscardinite,S
Windhoekite,Ca
Windhoekite,Fe
Windhoekite,Si
Windhoekite,O
Windhoekite,H
Beaverite-(Zn),Pb
Beaverite-(Zn),Zn
Beaverite-(Zn),Fe
Beaverite-(Zn),S
Beaverite-(Zn),O
Beaverite-(Zn),H
Dymkovite,Ni
Dymkovite,U
Dymkovite,O
Dymkovite,As
Dymkovite,H
Galloplumbogummite,Pb
Galloplumbogummite,Ga
Galloplumbogummite,Al
Galloplumbogummite,Ge
Galloplumbogummite,P
Galloplumbogummite,O
Galloplumbogummite,H
Erikapohlite,Cu
Erikapohlite,Zn
Erikapohlite,Mg
Erikapohlite,Ca
Erikapohlite,As
Erikapohlite,O
Erikapohlite,H
Gunterite,Na
Gunterite,H
Gunterite,O
Gunterite,V
Whiteite-(CaMnMn),Ca
Whiteite-(CaMnMn),Mn
Whiteite-(CaMnMn),Al
Whiteite-(CaMnMn),P
Whiteite-(CaMnMn),O
Whiteite-(CaMnMn),H
Chromschieffelinite,Pb
Chromschieffelinite,Te
Chromschieffelinite,O
Chromschieffelinite,H
Chromschieffelinite,Cr
Cupromolybdite,Cu
Cupromolybdite,O
Cupromolybdite,Mo
Adranosite-(Fe),N
Adranosite-(Fe),H
Adranosite-(Fe),Na
Adranosite-(Fe),Fe
Adranosite-(Fe),S
Adranosite-(Fe),O
Adranosite-(Fe),Cl
Kazanskyite,Ba
Kazanskyite,Ti
Kazanskyite,Nb
Kazanskyite,Na
Kazanskyite,Si
Kazanskyite,O
Kazanskyite,H
Manganoquadratite,Ag
Manganoquadratite,Mn
Manganoquadratite,As
Manganoquadratite,S
Menchettiite,Pb
Menchettiite,Mn
Menchettiite,Ag
Menchettiite,Sb
Menchettiite,As
Menchettiite,S
Lucabindiite,K
Lucabindiite,N
Lucabindiite,H
Lucabindiite,As
Lucabindiite,O
Lucabindiite,Cl
Lucabindiite,Br
Oxy-schorl,Na
Oxy-schorl,Fe
Oxy-schorl,Al
Oxy-schorl,Si
Oxy-schorl,O
Oxy-schorl,B
Oxy-schorl,H
Telluromandarinoite,Fe
Telluromandarinoite,Te
Telluromandarinoite,O
Telluromandarinoite,H
Shulamitite,Ca
Shulamitite,Ti
Shulamitite,Fe
Shulamitite,Al
Shulamitite,O
Davinciite,Na
Davinciite,K
Davinciite,Ca
Davinciite,Fe
Davinciite,Zr
Davinciite,Si
Davinciite,O
Davinciite,H
Davinciite,Cl
Vladkrivovichevite,Pb
Vladkrivovichevite,O
Vladkrivovichevite,Mn
Vladkrivovichevite,Cl
Vladkrivovichevite,B
Vladkrivovichevite,H
Lileyite,Ba
Lileyite,Ti
Lileyite,Na
Lileyite,Fe
Lileyite,Mg
Lileyite,Si
Lileyite,O
Lileyite,F
Eltyubyuite,Ca
Eltyubyuite,Fe
Eltyubyuite,Si
Eltyubyuite,O
Eltyubyuite,Cl
Ferrotaaffeite-2N2S,Fe
Ferrotaaffeite-2N2S,Mg
Ferrotaaffeite-2N2S,Zn
Ferrotaaffeite-2N2S,Al
Ferrotaaffeite-2N2S,Be
Ferrotaaffeite-2N2S,O
Hydroxycalciopyrochlore,Ca
Hydroxycalciopyrochlore,Na
Hydroxycalciopyrochlore,U
Hydroxycalciopyrochlore,Nb
Hydroxycalciopyrochlore,Ti
Hydroxycalciopyrochlore,O
Hydroxycalciopyrochlore,H
Hereroite,Pb
Hereroite,O
Hereroite,As
Hereroite,Si
Hereroite,V
Hereroite,Mo
Hereroite,Cl
Bassoite,Sr
Bassoite,V
Bassoite,O
Bassoite,H
Natrotitanite,Na
Natrotitanite,Y
Natrotitanite,Ti
Natrotitanite,Si
Natrotitanite,O
Betpakdalite-CaMg,Ca
Betpakdalite-CaMg,H
Betpakdalite-CaMg,O
Betpakdalite-CaMg,Mg
Betpakdalite-CaMg,Mo
Betpakdalite-CaMg,As
Betpakdalite-CaMg,Fe
Jakobssonite,Ca
Jakobssonite,Al
Jakobssonite,F
Hielscherite,Ca
Hielscherite,Si
Hielscherite,S
Hielscherite,O
Hielscherite,H
Kottenheimite,Ca
Kottenheimite,Si
Kottenheimite,S
Kottenheimite,O
Kottenheimite,H
Mendozavilite-NaCu,Na
Mendozavilite-NaCu,H
Mendozavilite-NaCu,O
Mendozavilite-NaCu,Cu
Mendozavilite-NaCu,Mo
Mendozavilite-NaCu,P
Mendozavilite-NaCu,Fe
Krasnoite,Ca
Krasnoite,Al
Krasnoite,Si
Krasnoite,P
Krasnoite,O
Krasnoite,H
Krasnoite,F
Steklite,K
Steklite,Al
Steklite,S
Steklite,O
Shimazakiite,Ca
Shimazakiite,B
Shimazakiite,O
Adolfpateraite,K
Adolfpateraite,U
Adolfpateraite,O
Adolfpateraite,S
Adolfpateraite,H
Krasheninnikovite,K
Krasheninnikovite,Na
Krasheninnikovite,Ca
Krasheninnikovite,Mg
Krasheninnikovite,S
Krasheninnikovite,O
Krasheninnikovite,F
Obradovicite-NaNa,Na
Obradovicite-NaNa,H
Obradovicite-NaNa,O
Obradovicite-NaNa,Mo
Obradovicite-NaNa,As
Obradovicite-NaNa,Fe
Tsilaisite,Na
Tsilaisite,Mn
Tsilaisite,Al
Tsilaisite,Si
Tsilaisite,O
Tsilaisite,B
Tsilaisite,H
Fassinaite,Pb
Fassinaite,C
Fassinaite,O
Fassinaite,S
Ianbruceite,Zn
Ianbruceite,As
Ianbruceite,O
Ianbruceite,H
Aklimaite,Ca
Aklimaite,Si
Aklimaite,O
Aklimaite,H
Reynoldsite,Pb
Reynoldsite,Mn
Reynoldsite,O
Reynoldsite,Cr
Vladykinite,Na
Vladykinite,Sr
Vladykinite,Fe
Vladykinite,Si
Vladykinite,O
Davidlloydite,Zn
Davidlloydite,As
Davidlloydite,O
Davidlloydite,H
Protochabourneite,Tl
Protochabourneite,Pb
Protochabourneite,Sb
Protochabourneite,As
Protochabourneite,S
Perboeite-(Ce),Ca
Perboeite-(Ce),Ce
Perboeite-(Ce),Al
Perboeite-(Ce),Fe
Perboeite-(Ce),Si
Perboeite-(Ce),O
Perboeite-(Ce),H
Mariinskite,Be
Mariinskite,Cr
Mariinskite,O
Edgrewite,Ca
Edgrewite,Si
Edgrewite,O
Edgrewite,F
Postite,Mg
Postite,H
Postite,O
Postite,Al
Postite,V
Falsterite,Ca
Falsterite,Mg
Falsterite,Mn
Falsterite,Fe
Falsterite,Zn
Falsterite,P
Falsterite,O
Falsterite,H
Leonardsenite,Mg
Leonardsenite,Al
Leonardsenite,F
Leonardsenite,H
Leonardsenite,O
Bastnasite-(Nd),Nd
Bastnasite-(Nd),C
Bastnasite-(Nd),O
Bastnasite-(Nd),F
Dansite-(Fe),Na
Dansite-(Fe),Fe
Dansite-(Fe),S
Dansite-(Fe),O
Dansite-(Fe),Cl
Kobyashevite,Cu
Kobyashevite,S
Kobyashevite,O
Kobyashevite,H
Calciolangbeinite,K
Calciolangbeinite,Ca
Calciolangbeinite,S
Calciolangbeinite,O
Ferrovalleriite,Fe
Ferrovalleriite,Cu
Ferrovalleriite,S
Ferrovalleriite,Al
Ferrovalleriite,Mg
Ferrovalleriite,O
Ferrovalleriite,H
Paseroite,Pb
Paseroite,Mn
Paseroite,Fe
Paseroite,V
Paseroite,Ti
Paseroite,O
Fluor-elbaite,Na
Fluor-elbaite,Li
Fluor-elbaite,Al
Fluor-elbaite,Si
Fluor-elbaite,O
Fluor-elbaite,B
Fluor-elbaite,H
Fluor-elbaite,F
Vigrishinite,Na
Vigrishinite,Zn
Vigrishinite,Ti
Vigrishinite,Si
Vigrishinite,O
Vigrishinite,H
Umbrianite,K
Umbrianite,Na
Umbrianite,Ca
Umbrianite,Al
Umbrianite,Si
Umbrianite,O
Umbrianite,F
Umbrianite,Cl
Betpakdalite-NaNa,Na
Betpakdalite-NaNa,H
Betpakdalite-NaNa,O
Betpakdalite-NaNa,Mo
Betpakdalite-NaNa,As
Betpakdalite-NaNa,Fe
Obradovicite-NaCu,Na
Obradovicite-NaCu,H
Obradovicite-NaCu,O
Obradovicite-NaCu,Cu
Obradovicite-NaCu,Mo
Obradovicite-NaCu,As
Obradovicite-NaCu,Fe
Hillesheimite,K
Hillesheimite,Ca
Hillesheimite,Ba
Hillesheimite,Mg
Hillesheimite,Fe
Hillesheimite,Si
Hillesheimite,Al
Hillesheimite,O
Hillesheimite,H
Ekplexite,Nb
Ekplexite,Mo
Ekplexite,W
Ekplexite,S
Ekplexite,Mg
Ekplexite,Al
Ekplexite,O
Ekplexite,H
Laptevite-(Ce),Na
Laptevite-(Ce),Fe
Laptevite-(Ce),REE
Laptevite-(Ce),Ca
Laptevite-(Ce),Y
Laptevite-(Ce),Si
Laptevite-(Ce),O
Laptevite-(Ce),B
Laptevite-(Ce),P
Laptevite-(Ce),F
Starovaite,K
Starovaite,Cu
Starovaite,O
Starovaite,V
Mendozavilite-KCa,K
Mendozavilite-KCa,H
Mendozavilite-KCa,O
Mendozavilite-KCa,Ca
Mendozavilite-KCa,Mo
Mendozavilite-KCa,P
Mendozavilite-KCa,Fe
Hilarionite,Fe
Hilarionite,S
Hilarionite,O
Hilarionite,As
Hilarionite,H
Kangite,Sc
Kangite,Ti
Kangite,Al
Kangite,Zr
Kangite,Mg
Kangite,Ca
Kangite,O
Wopmayite,Ca
Wopmayite,Na
Wopmayite,Mn
Wopmayite,P
Wopmayite,O
Wopmayite,H
Hughesite,Na
Hughesite,Al
Hughesite,V
Hughesite,O
Hughesite,H
Foretite,Cu
Foretite,Al
Foretite,As
Foretite,O
Foretite,H
Lavinskyite,K
Lavinskyite,Li
Lavinskyite,Cu
Lavinskyite,Si
Lavinskyite,O
Lavinskyite,H
Scottyite,Ba
Scottyite,Cu
Scottyite,Si
Scottyite,O
Fluorcalciomicrolite,Ca
Fluorcalciomicrolite,Na
Fluorcalciomicrolite,Ta
Fluorcalciomicrolite,O
Fluorcalciomicrolite,F
Rumseyite,Pb
Rumseyite,O
Rumseyite,F
Rumseyite,Cl
Tangdanite,Ca
Tangdanite,Cu
Tangdanite,As
Tangdanite,O
Tangdanite,S
Tangdanite,H
Oxy-chromium-dravite,Na
Oxy-chromium-dravite,Cr
Oxy-chromium-dravite,Mg
Oxy-chromium-dravite,Si
Oxy-chromium-dravite,O
Oxy-chromium-dravite,B
Oxy-chromium-dravite,H
Hydrokenomicrolite,H
Hydrokenomicrolite,O
Hydrokenomicrolite,Ta
Saltonseaite,K
Saltonseaite,Na
Saltonseaite,Mn
Saltonseaite,Cl
Luanshiweiite,K
Luanshiweiite,Li
Luanshiweiite,Al
Luanshiweiite,Si
Luanshiweiite,O
Luanshiweiite,H
Putnisite,Sr
Putnisite,Ca
Putnisite,Cr
Putnisite,C
Putnisite,O
Putnisite,S
Putnisite,H
Christofschaferite-(Ce),Ce
Christofschaferite-(Ce),La
Christofschaferite-(Ce),Ca
Christofschaferite-(Ce),Mn
Christofschaferite-(Ce),Ti
Christofschaferite-(Ce),Fe
Christofschaferite-(Ce),Si
Christofschaferite-(Ce),O
Lusernaite-(Y),Y
Lusernaite-(Y),Al
Lusernaite-(Y),C
Lusernaite-(Y),O
Lusernaite-(Y),H
Lusernaite-(Y),F
Tubulite,Ag
Tubulite,Pb
Tubulite,Sb
Tubulite,S
Fuettererite,Pb
Fuettererite,Cu
Fuettererite,Te
Fuettererite,O
Fuettererite,H
Fuettererite,Cl
Fluorchegemite,Ca
Fluorchegemite,Si
Fluorchegemite,O
Fluorchegemite,F
Hydroxyledgrewite,Ca
Hydroxyledgrewite,Si
Hydroxyledgrewite,O
Hydroxyledgrewite,H
Vanackerite,Pb
Vanackerite,Cd
Vanackerite,As
Vanackerite,O
Vanackerite,Cl
Agaite,Pb
Agaite,Cu
Agaite,Te
Agaite,O
Agaite,H
Agaite,C
Lahnsteinite,Zn
Lahnsteinite,S
Lahnsteinite,O
Lahnsteinite,H
Yaroshevskite,Cu
Yaroshevskite,O
Yaroshevskite,V
Yaroshevskite,Cl
Hydroxymanganopyrochlore,Mn
Hydroxymanganopyrochlore,Th
Hydroxymanganopyrochlore,Na
Hydroxymanganopyrochlore,Ca
Hydroxymanganopyrochlore,REE
Hydroxymanganopyrochlore,Nb
Hydroxymanganopyrochlore,Ti
Hydroxymanganopyrochlore,O
