mineral_name,chemistry_elements
Bilibinskite,Au
Bilibinskite,Cu
Bilibinskite,Te
Bilinite,Fe
Bilinite,S
Bilinite,O
Bilinite,H
Billietite,Ba
Billietite,U
Billietite,O
Billietite,H
Billingsleyite,Ag
Billingsleyite,As
Billingsleyite,S
Bindheimite,Pb
Bindheimite,Sb
Bindheimite,O
Biphosphammite,N
Biphosphammite,H
Biphosphammite,K
Biphosphammite,P
Biphosphammite,O
Biringuccite,Na
Biringuccite,B
Biringuccite,O
Biringuccite,H
Birnessite,Na
Birnessite,Ca
Birnessite,K
Birnessite,Mn
Birnessite,O
Birnessite,H
Bischofite,Mg
Bischofite,Cl
Bischofite,H
Bischofite,O
Bismite,Bi
Bismite,O
Bismoclite,Bi
Bismoclite,O
Bismoclite,Cl
Bismuth,Bi
Bismuthinite,Bi
Bismuthinite,S
Bismutite,Bi
Bismutite,O
Bismutite,C
Bismutocolumbite,Bi
Bismutocolumbite,Nb
Bismutocolumbite,O
Bismutoferrite,Fe
Bismutoferrite,Bi
Bismutoferrite,Si
Bismutoferrite,O
Bismutoferrite,H
Bismutohauchecornite,Ni
Bismutohauchecornite,Bi
Bismutohauchecornite,S
Bismutostibiconite,Bi
Bismutostibiconite,Fe
Bismutostibiconite,Sb
Bismutostibiconite,O
Bismutotantalite,Bi
Bismutotantalite,Ta
Bismutotantalite,O
Bityite,Ca
Bityite,Li
Bityite,Al
Bityite,Si
Bityite,Be
Bityite,O
Bityite,H
Bixbyite,Mn
Bixbyite,O
Bjarebyite,Ba
Bjarebyite,Mn
Bjarebyite,Al
Bjarebyite,P
Bjarebyite,O
Bjarebyite,H
Blatonite,U
Blatonite,O
Blatonite,C
Blatonite,H
Blatterite,Sb
Blatterite,Mn
Blatterite,B
Blatterite,O
Bleasdaleite,Ca
Bleasdaleite,Cu
Bleasdaleite,Bi
Bleasdaleite,P
Bleasdaleite,O
Bleasdaleite,H
Bleasdaleite,Cl
Blixite,Pb
Blixite,O
Blixite,H
Blixite,Cl
Bobfergusonite,Na
Bobfergusonite,Mn
Bobfergusonite,Fe
Bobfergusonite,Al
Bobfergusonite,P
Bobfergusonite,O
Bobierrite,Mg
Bobierrite,P
Bobierrite,O
Bobierrite,H
Bobjonesite,V
Bobjonesite,O
Bobjonesite,S
Bobjonesite,H
Bobkingite,Cu
Bobkingite,Cl
Bobkingite,O
Bobkingite,H
Bobtraillite,Na
Bobtraillite,Ca
Bobtraillite,Sr
Bobtraillite,Zr
Bobtraillite,Y
Bobtraillite,Nb
Bobtraillite,Si
Bobtraillite,B
Bobtraillite,O
Bobtraillite,H
Bohmite,Al
Bohmite,O
Bohmite,H
Bogdanovite,Au
Bogdanovite,Te
Bogdanovite,Pb
Bogdanovite,Cu
Bogdanovite,Fe
Boggildite,Na
Boggildite,Sr
Boggildite,Al
Boggildite,P
Boggildite,O
Boggildite,F
Bogvadite,Na
Bogvadite,Ba
Bogvadite,Sr
Bogvadite,Al
Bogvadite,F
Bohdanowiczite,Ag
Bohdanowiczite,Bi
Bohdanowiczite,Se
Bokite,Al
Bokite,Fe
Bokite,V
Bokite,O
Bokite,H
Boleite,K
Boleite,Ag
Boleite,Pb
Boleite,Cu
Boleite,Cl
Boleite,O
Boleite,H
Boltwoodite,K
Boltwoodite,Na
Boltwoodite,U
Boltwoodite,O
Boltwoodite,Si
Boltwoodite,H
Bonaccordite,Ni
Bonaccordite,Fe
Bonaccordite,O
Bonaccordite,B
Bonattite,Cu
Bonattite,S
Bonattite,O
Bonattite,H
Bonshtedtite,Na
Bonshtedtite,Fe
Bonshtedtite,P
Bonshtedtite,O
Bonshtedtite,C
Boothite,Cu
Boothite,S
Boothite,O
Boothite,H
Boracite,Mg
Boracite,B
Boracite,O
Boracite,Cl
Borax,Na
Borax,B
Borax,O
Borax,H
Borcarite,Ca
Borcarite,Mg
Borcarite,B
Borcarite,O
Borcarite,C
Borcarite,H
Borishanskiite,Pd
Borishanskiite,As
Borishanskiite,Pb
Bornemanite,Na
Bornemanite,Ba
Bornemanite,Ti
Bornemanite,Nb
Bornemanite,Si
Bornemanite,O
Bornemanite,P
Bornemanite,H
Bornemanite,F
Bornite,Cu
Bornite,Fe
Bornite,S
Borocookeite,Li
Borocookeite,Al
Borocookeite,Si
Borocookeite,B
Borocookeite,O
Borocookeite,H
Borodaevite,Ag
Borodaevite,Fe
Borodaevite,Pb
Borodaevite,Bi
Borodaevite,Sb
Borodaevite,S
Boromuscovite,K
Boromuscovite,Al
Boromuscovite,Si
Boromuscovite,B
Boromuscovite,O
Boromuscovite,H
Borovskite,Pd
Borovskite,Sb
Borovskite,Te
Bostwickite,Ca
Bostwickite,Mn
Bostwickite,Si
Bostwickite,O
Bostwickite,H
Botallackite,Cu
Botallackite,Cl
Botallackite,O
Botallackite,H
Botryogen,Mg
Botryogen,Fe
Botryogen,S
Botryogen,O
Botryogen,H
Bottinoite,Ni
Bottinoite,Sb
Bottinoite,O
Bottinoite,H
Boulangerite,Pb
Boulangerite,Sb
Boulangerite,S
Bournonite,Cu
Bournonite,Pb
Bournonite,Sb
Bournonite,S
Boussingaultite,N
Boussingaultite,H
Boussingaultite,Mg
Boussingaultite,S
Boussingaultite,O
Bowieite,Rh
Bowieite,S
Boyleite,Zn
Boyleite,S
Boyleite,O
Boyleite,H
Bracewellite,Cr
Bracewellite,O
Bracewellite,H
Brackebuschite,Pb
Brackebuschite,Mn
Brackebuschite,V
Brackebuschite,O
Brackebuschite,H
Bradaczekite,Na
Bradaczekite,Cu
Bradaczekite,As
Bradaczekite,O
Bradleyite,Na
Bradleyite,Mg
Bradleyite,P
Bradleyite,O
Bradleyite,C
Braggite,Pt
Braggite,S
Brandholzite,Mg
Brandholzite,Sb
Brandholzite,O
Brandholzite,H
Brandtite,Ca
Brandtite,Mn
Brandtite,As
Brandtite,O
Brandtite,H
Brannerite,U
Brannerite,Ti
Brannerite,O
Brannockite,K
Brannockite,Sn
Brannockite,Li
Brannockite,Si
Brannockite,O
Brassite,Mg
Brassite,As
Brassite,O
Brassite,H
Braunite,Mn
Braunite,Si
Braunite,O
Brazilianite,Na
Brazilianite,Al
Brazilianite,P
Brazilianite,O
Brazilianite,H
Bredigite,Ca
Bredigite,Ba
Bredigite,Mg
Bredigite,Si
Bredigite,O
Breithauptite,Ni
Breithauptite,Sb
Brendelite,Bi
Brendelite,Pb
Brendelite,Fe
Brendelite,O
Brendelite,H
Brendelite,P
Brenkite,Ca
Brenkite,C
Brenkite,O
Brenkite,F
Brewsterite-Ba,Ba
Brewsterite-Ba,Al
Brewsterite-Ba,Si
Brewsterite-Ba,O
Brewsterite-Ba,H
Brianroulstonite,Ca
Brianroulstonite,B
Brianroulstonite,O
Brianroulstonite,H
Brianroulstonite,Cl
Brianyoungite,Zn
Brianyoungite,C
Brianyoungite,O
Brianyoungite,H
Briartite,Cu
Briartite,Fe
Briartite,Ge
Briartite,S
Britholite-(Ce),Ce
Britholite-(Ce),Ca
Britholite-(Ce),Si
Britholite-(Ce),O
Britholite-(Ce),H
Britholite-(Y),Y
Britholite-(Y),Ca
Britholite-(Y),Si
Britholite-(Y),O
Britholite-(Y),H
Brochantite,Cu
Brochantite,S
Brochantite,O
Brochantite,H
Brockite,Ca
Brockite,Th
Brockite,Ce
Brockite,P
Brockite,O
Brockite,H
Brodtkorbite,Cu
Brodtkorbite,Hg
Brodtkorbite,Se
Bromargyrite,Ag
Bromargyrite,Br
Bromellite,Be
Bromellite,O
Brookite,Ti
Brookite,O
Brownmillerite,Ca
Brownmillerite,Fe
Brownmillerite,Al
Brownmillerite,O
Brucite,Mg
Brucite,O
Brucite,H
Bruggenite,Ca
Bruggenite,I
Bruggenite,O
Bruggenite,H
Brugnatellite,Mg
Brugnatellite,Fe
Brugnatellite,C
Brugnatellite,O
Brugnatellite,H
Brunogeierite,Fe
Brunogeierite,Ge
Brunogeierite,O
Brushite,Ca
Brushite,P
Brushite,O
Brushite,H
Buckhornite,Pb
Buckhornite,Bi
Buckhornite,S
Buckhornite,Au
Buckhornite,Te
Buddingtonite,N
Buddingtonite,H
Buddingtonite,Al
Buddingtonite,Si
Buddingtonite,O
Bukovite,Cu
Bukovite,Tl
Bukovite,Se
Bukovskyite,Fe
Bukovskyite,As
Bukovskyite,O
Bukovskyite,S
Bukovskyite,H
Bulachite,Al
Bulachite,As
Bulachite,O
Bulachite,H
Bultfonteinite,Ca
Bultfonteinite,Si
Bultfonteinite,O
Bultfonteinite,H
Bultfonteinite,F
Bunsenite,Ni
Bunsenite,O
Burangaite,Na
Burangaite,Fe
Burangaite,Al
Burangaite,P
Burangaite,O
Burangaite,H
Burbankite,Na
Burbankite,Ca
Burbankite,Sr
Burbankite,Ba
Burbankite,Ce
Burbankite,C
Burbankite,O
Burckhardtite,Pb
Burckhardtite,Fe
Burckhardtite,Te
Burckhardtite,Al
Burckhardtite,Si
Burckhardtite,O
Burkeite,Na
Burkeite,S
Burkeite,O
Burkeite,C
Burnsite,K
Burnsite,Cd
Burnsite,Cu
Burnsite,O
Burnsite,Se
Burnsite,Cl
Burpalite,Na
Burpalite,Ca
Burpalite,Zr
Burpalite,Si
Burpalite,O
Burpalite,F
Buryatite,Ca
Buryatite,Si
Buryatite,Fe
Buryatite,Al
Buryatite,S
Buryatite,O
Buryatite,B
Buryatite,H
Bushmakinite,Pb
Bushmakinite,Al
Bushmakinite,P
Bushmakinite,O
Bushmakinite,V
Bushmakinite,H
Bussenite,Ba
Bussenite,Na
Bussenite,Fe
Bussenite,Ti
Bussenite,Si
Bussenite,O
Bussenite,C
Bussenite,H
Bussenite,F
Bustamite,Ca
Bustamite,Mn
Bustamite,Si
Bustamite,O
Butlerite,Fe
Butlerite,S
Butlerite,O
Butlerite,H
Butschliite,K
Butschliite,Ca
Butschliite,C
Butschliite,O
Buttgenbachite,Cu
Buttgenbachite,N
Buttgenbachite,O
Buttgenbachite,Cl
Buttgenbachite,H
Bystrite,Na
Bystrite,K
Bystrite,Ca
Bystrite,Si
Bystrite,Al
Bystrite,O
Bystrite,S
Bystrite,H
Cabalzarite,Ca
Cabalzarite,Mg
Cabalzarite,As
Cabalzarite,O
Cabalzarite,H
Cabriite,Pd
Cabriite,Cu
Cabriite,Sn
Cacoxenite,Fe
Cacoxenite,Al
Cacoxenite,O
Cacoxenite,P
Cacoxenite,H
Cadmium,Cd
Cadmoselite,Cd
Cadmoselite,Se
Cafarsite,Ca
Cafarsite,Na
Cafarsite,Ti
Cafarsite,Fe
Cafarsite,As
Cafarsite,O
Cafarsite,F
Cafetite,Ca
Cafetite,Ti
Cafetite,O
Cafetite,H
Cahnite,Ca
Cahnite,B
Cahnite,As
Cahnite,O
Cahnite,H
Calaverite,Au
Calaverite,Te
Calciborite,Ca
Calciborite,B
Calciborite,O
Calcioancylite-(Ce),Ce
Calcioancylite-(Ce),Ca
Calcioancylite-(Ce),Sr
Calcioancylite-(Ce),C
Calcioancylite-(Ce),O
Calcioancylite-(Ce),H
Calcioancylite-(Nd),Nd
Calcioancylite-(Nd),Ca
Calcioancylite-(Nd),C
Calcioancylite-(Nd),O
Calcioancylite-(Nd),H
Calcioandyrobertsite,K
Calcioandyrobertsite,Ca
Calcioandyrobertsite,Cu
Calcioandyrobertsite,As
Calcioandyrobertsite,O
Calcioandyrobertsite,H
Calcioaravaipaite,Pb
Calcioaravaipaite,Ca
Calcioaravaipaite,Al
Calcioaravaipaite,F
Calcioburbankite,Na
Calcioburbankite,Ca
Calcioburbankite,Ce
Calcioburbankite,Sr
Calcioburbankite,La
Calcioburbankite,C
Calcioburbankite,O
Calciocopiapite,Ca
Calciocopiapite,Fe
Calciocopiapite,S
Calciocopiapite,O
Calciocopiapite,H
Calcioferrite,Ca
Calcioferrite,Mg
Calcioferrite,Fe
Calcioferrite,P
Calcioferrite,O
Calcioferrite,H
Calciohilairite,Ca
Calciohilairite,Zr
Calciohilairite,Si
Calciohilairite,O
Calciohilairite,H
Calciotantite,Ca
Calciotantite,Ta
Calciotantite,O
Calciouranoite,Ca
Calciouranoite,Ba
Calciouranoite,Pb
Calciouranoite,K
Calciouranoite,Na
Calciouranoite,U
Calciouranoite,O
Calciouranoite,H
Calcite,Ca
Calcite,C
Calcite,O
Calciocatapleiite,Ca
Calciocatapleiite,Zr
Calciocatapleiite,Si
Calciocatapleiite,O
Calciocatapleiite,H
Calcjarlite,Na
Calcjarlite,Ca
Calcjarlite,Mg
Calcjarlite,Al
Calcjarlite,F
Calcjarlite,O
Calcjarlite,H
Calcurmolite,Ca
Calcurmolite,Na
Calcurmolite,U
Calcurmolite,O
Calcurmolite,Mo
Calcurmolite,H
Calderite,Mn
Calderite,Fe
Calderite,Si
Calderite,O
Caledonite,Cu
Caledonite,Pb
Caledonite,S
Caledonite,O
Caledonite,C
Caledonite,H
Calkinsite-(Ce),Ce
Calkinsite-(Ce),C
Calkinsite-(Ce),O
Calkinsite-(Ce),H
Callaghanite,Cu
Callaghanite,Mg
Callaghanite,C
Callaghanite,O
Callaghanite,H
Calomel,Hg
Calomel,Cl
Calumetite,Cu
Calumetite,O
Calumetite,H
Calzirtite,Ca
Calzirtite,Zr
Calzirtite,Ti
Calzirtite,O
Camerolaite,Cu
Camerolaite,Al
Camerolaite,O
Camerolaite,H
Camerolaite,Sb
Camerolaite,S
Camgasite,Ca
Camgasite,Mg
Camgasite,As
Camgasite,O
Camgasite,H
Campigliaite,Cu
Campigliaite,Mn
Campigliaite,S
Campigliaite,O
Campigliaite,H
Canasite,K
Canasite,Na
Canasite,Ca
Canasite,Si
Canasite,O
Canasite,H
Canavesite,Mg
Canavesite,H
Canavesite,B
Canavesite,O
Canavesite,C
Cancrinite,Na
Cancrinite,Ca
Cancrinite,Al
Cancrinite,Si
Cancrinite,O
Cancrinite,C
Cancrinite,S
Cancrinite,H
Cancrisilite,Na
Cancrisilite,Si
Cancrisilite,Al
Cancrisilite,O
Cancrisilite,C
Cancrisilite,H
Canfieldite,Ag
Canfieldite,Sn
Canfieldite,S
Cannizzarite,Pb
Cannizzarite,Bi
Cannizzarite,S
Cannonite,Bi
Cannonite,O
Cannonite,S
Cannonite,H
Caoxite,Ca
Caoxite,C
Caoxite,O
Caoxite,H
Capgaronnite,Ag
Capgaronnite,Hg
Capgaronnite,Cl
Capgaronnite,S
Cappelenite-(Y),Ba
Cappelenite-(Y),Y
Cappelenite-(Y),B
Cappelenite-(Y),Si
Cappelenite-(Y),O
Cappelenite-(Y),F
Caracolite,Na
Caracolite,Pb
Caracolite,S
Caracolite,O
Caracolite,Cl
Carboborite,Ca
Carboborite,Mg
Carboborite,B
Carboborite,O
Carboborite,H
Carboborite,C
Carbocernaite,Sr
Carbocernaite,Ce
Carbocernaite,La
Carbocernaite,Ca
Carbocernaite,Na
Carbocernaite,C
Carbocernaite,O
Carboirite,Fe
Carboirite,Al
Carboirite,Ge
Carboirite,O
Carboirite,H
Carbokentbrooksite,Na
Carbokentbrooksite,Ce
Carbokentbrooksite,Ca
Carbokentbrooksite,Mn
Carbokentbrooksite,Zr
Carbokentbrooksite,Nb
Carbokentbrooksite,Si
Carbokentbrooksite,O
Carbokentbrooksite,H
Carbokentbrooksite,C
Carbonatecyanotrichite,Cu
Carbonatecyanotrichite,Al
Carbonatecyanotrichite,C
Carbonatecyanotrichite,O
Carbonatecyanotrichite,H
Caresite,Fe
Caresite,Al
Caresite,O
Caresite,H
Caresite,C
Carletonite,K
Carletonite,Na
Carletonite,Ca
Carletonite,Si
Carletonite,O
Carletonite,C
Carletonite,F
Carletonite,H
Carlfriesite,Ca
Carlfriesite,Te
Carlfriesite,O
Carlhintzeite,Ca
Carlhintzeite,Al
Carlhintzeite,F
Carlhintzeite,H
Carlhintzeite,O
Carlinite,Tl
Carlinite,S
Carlosruizite,K
Carlosruizite,Na
Carlosruizite,Mg
Carlosruizite,I
Carlosruizite,O
Carlosruizite,Se
Carlosruizite,H
Carlsbergite,Cr
Carlsbergite,N
Carmichaelite,Ti
Carmichaelite,Cr
Carmichaelite,Fe
Carmichaelite,O
Carmichaelite,H
Carminite,Pb
Carminite,Fe
Carminite,As
Carminite,O
Carminite,H
Carnallite,K
Carnallite,Mg
Carnallite,Cl
Carnallite,H
Carnallite,O
Carnotite,K
Carnotite,U
Carnotite,O
Carnotite,V
Carnotite,H
Carpholite,Mn
Carpholite,Al
Carpholite,Si
Carpholite,O
Carpholite,H
Carraraite,Ca
Carraraite,Ge
Carraraite,S
Carraraite,O
Carraraite,C
Carraraite,H
Carrboydite,Ni
Carrboydite,Al
Carrboydite,S
Carrboydite,O
Carrboydite,H
Carrollite,Cu
Carrollite,Co
Carrollite,S
Caryinite,Na
Caryinite,Pb
Caryinite,Ca
Caryinite,Mn
Caryinite,As
Caryinite,O
Caryopilite,Mn
Caryopilite,Si
Caryopilite,O
Caryopilite,H
Cascandite,Ca
Cascandite,Sc
Cascandite,Si
Cascandite,O
Cascandite,H
Cassedanneite,Pb
Cassedanneite,V
Cassedanneite,O
Cassedanneite,Cr
Cassedanneite,H
Cassiterite,Sn
Cassiterite,O
Catapleiite,Na
Catapleiite,Zr
Catapleiite,Si
Catapleiite,O
Catapleiite,H
Cattierite,Co
Cattierite,S
Cattiite,Mg
Cattiite,P
Cattiite,O
Cattiite,H
Cavoite,Ca
Cavoite,V
Cavoite,O
Caysichite-(Y),Ca
Caysichite-(Y),Yb
Caysichite-(Y),Er
Caysichite-(Y),Y
Caysichite-(Y),Si
Caysichite-(Y),O
Caysichite-(Y),C
Caysichite-(Y),H
Cebaite-(Ce),Ba
Cebaite-(Ce),Ce
Cebaite-(Ce),C
Cebaite-(Ce),O
Cebaite-(Ce),F
Cebollite,Ca
Cebollite,Al
Cebollite,Si
Cebollite,O
Cebollite,H
Cechite,Pb
Cechite,Fe
Cechite,V
Cechite,O
Cechite,H
Cejkaite,Na
Cejkaite,U
Cejkaite,O
Cejkaite,C
Celadonite,K
Celadonite,Mg
Celadonite,Fe
Celadonite,Si
Celadonite,O
Celadonite,H
Celestine,Sr
Celestine,S
Celestine,O
Celsian,Ba
Celsian,Al
Celsian,Si
Celsian,O
Cerchiaraite-(Mn),Ba
Cerchiaraite-(Mn),Mn
Cerchiaraite-(Mn),Si
Cerchiaraite-(Mn),O
Cerchiaraite-(Mn),H
Cerchiaraite-(Mn),Cl
Menezesite,Ba
Menezesite,Mg
Menezesite,Zr
Menezesite,Nb
Menezesite,O
Menezesite,H
Cerianite-(Ce),Ce
Cerianite-(Ce),O
Cerite-(Ce),Ce
Cerite-(Ce),La
Cerite-(Ce),Ca
Cerite-(Ce),Mg
Cerite-(Ce),Fe
Cerite-(Ce),Si
Cerite-(Ce),O
Cerite-(Ce),H
Cerite-(La),La
Cerite-(La),Ce
Cerite-(La),Ca
Cerite-(La),Fe
Cerite-(La),Mg
Cerite-(La),Si
Cerite-(La),O
Cerite-(La),H
Cernyite,Cu
Cernyite,Cd
Cernyite,Sn
Cernyite,S
Ceruleite,Cu
Ceruleite,Al
Ceruleite,As
Ceruleite,O
Ceruleite,H
Cerussite,Pb
Cerussite,C
Cerussite,O
Cervantite,Sb
Cervantite,O
Cervelleite,Ag
Cervelleite,Te
Cervelleite,S
Cesanite,Ca
Cesanite,Na
Cesanite,S
Cesanite,O
Cesanite,H
Cesarolite,Pb
Cesarolite,Mn
Cesarolite,O
Cesarolite,H
Cesbronite,Cu
Cesbronite,Te
Cesbronite,O
Cesbronite,H
Kupletskite-(Cs),Cs
Kupletskite-(Cs),Na
Kupletskite-(Cs),Mn
Kupletskite-(Cs),Ti
Kupletskite-(Cs),Si
Kupletskite-(Cs),O
Kupletskite-(Cs),H
Kupletskite-(Cs),F
Cesplumtantite,Cs
Cesplumtantite,Pb
Cesplumtantite,Ta
Cesplumtantite,O
Hydroxykenomicrolite,Na
Hydroxykenomicrolite,Sb
Hydroxykenomicrolite,Ta
Hydroxykenomicrolite,O
Hydroxykenomicrolite,H
Cetineite,Na
Cetineite,K
Cetineite,Sb
Cetineite,S
Cetineite,O
Cetineite,H
Chabazite-Ca,Ca
Chabazite-Ca,Al
Chabazite-Ca,Si
Chabazite-Ca,O
Chabazite-Ca,H
Chabazite-K,K
Chabazite-K,Na
Chabazite-K,Ca
Chabazite-K,Al
Chabazite-K,Si
Chabazite-K,O
Chabazite-K,H
Chabazite-Na,Na
Chabazite-Na,K
Chabazite-Na,Al
Chabazite-Na,Si
Chabazite-Na,O
Chabazite-Na,H
Chabazite-Sr,Sr
Chabazite-Sr,Ca
Chabazite-Sr,Al
Chabazite-Sr,Si
Chabazite-Sr,O
Chabazite-Sr,H
Chabourneite,Tl
Chabourneite,Pb
Chabourneite,Sb
Chabourneite,As
Chabourneite,S
Chadwickite,U
Chadwickite,O
Chadwickite,H
Chadwickite,As
Chaidamuite,Zn
Chaidamuite,Fe
Chaidamuite,S
Chaidamuite,O
Chaidamuite,H
Chalcanthite,Cu
Chalcanthite,S
Chalcanthite,O
Chalcanthite,H
Chalcoalumite,Cu
Chalcoalumite,Al
Chalcoalumite,S
Chalcoalumite,O
Chalcoalumite,H
Chalcocite,Cu
Chalcocite,S
Chalcocyanite,Cu
Chalcocyanite,S
Chalcocyanite,O
Chalcomenite,Cu
Chalcomenite,Se
Chalcomenite,O
Chalcomenite,H
Chalconatronite,Na
Chalconatronite,Cu
Chalconatronite,C
Chalconatronite,O
Chalconatronite,H
Chalcophanite,Zn
Chalcophanite,Mn
Chalcophanite,O
Chalcophanite,H
Chalcophyllite,Cu
Chalcophyllite,Al
Chalcophyllite,As
Chalcophyllite,O
Chalcophyllite,S
Chalcophyllite,H
Chalcopyrite,Cu
Chalcopyrite,Fe
Chalcopyrite,S
Chalcosiderite,Cu
Chalcosiderite,Fe
Chalcosiderite,P
Chalcosiderite,O
Chalcosiderite,H
Chalcostibite,Cu
Chalcostibite,Sb
Chalcostibite,S
Chalcothallite,Cu
Chalcothallite,Fe
Chalcothallite,Ag
Chalcothallite,Tl
Chalcothallite,K
Chalcothallite,Sb
Chalcothallite,S
Chambersite,Mn
Chambersite,B
Chambersite,O
Chambersite,Cl
Chameanite,Cu
Chameanite,Fe
Chameanite,As
Chameanite,Se
Chameanite,S
Chamosite,Fe
Chamosite,Mg
Chamosite,Al
Chamosite,Si
Chamosite,O
Chamosite,H
Changbaiite,Pb
Changbaiite,Nb
Changbaiite,O
Changoite,Na
Changoite,Zn
Changoite,S
Changoite,O
Changoite,H
Chaoite,C
Chapmanite,Fe
Chapmanite,Sb
Chapmanite,Si
Chapmanite,O
Chapmanite,H
Charlesite,Ca
Charlesite,Al
Charlesite,S
Charlesite,O
Charlesite,B
Charlesite,H
Charmarite,Mn
Charmarite,Al
Charmarite,O
Charmarite,H
Charmarite,C
Charoite,K
Charoite,Sr
Charoite,Ba
Charoite,Mn
Charoite,Ca
Charoite,Na
Charoite,Si
Charoite,O
Charoite,H
Charoite,F
Chatkalite,Cu
Chatkalite,Fe
Chatkalite,Sn
Chatkalite,S
Chayesite,K
Chayesite,Mg
Chayesite,Fe
Chayesite,Si
Chayesite,O
Chekhovichite,Bi
Chekhovichite,Te
Chekhovichite,O
Chenevixite,Cu
Chenevixite,Fe
Chenevixite,Al
Chenevixite,As
Chenevixite,O
Chenevixite,H
Chengdeite,Ir
Chengdeite,Fe
Chenite,Cu
Chenite,Pb
Chenite,S
Chenite,O
Chenite,H
Cheralite,Ca
Cheralite,Th
Cheralite,P
Cheralite,O
Cherepanovite,Rh
Cherepanovite,As
Chernikovite,H
Chernikovite,O
Chernikovite,U
Chernikovite,P
Chernovite-(Y),Y
Chernovite-(Y),As
Chernovite-(Y),O
Chernykhite,Ba
Chernykhite,V
Chernykhite,Si
Chernykhite,Al
Chernykhite,O
Chernykhite,H
Chervetite,Pb
Chervetite,V
Chervetite,O
Chesterite,Mg
Chesterite,Si
Chesterite,O
Chesterite,H
Chevkinite-(Ce),Ce
Chevkinite-(Ce),Ti
Chevkinite-(Ce),Fe
Chevkinite-(Ce),O
Chevkinite-(Ce),Si
Chiavennite,Ca
Chiavennite,Mn
Chiavennite,Be
Chiavennite,O
Chiavennite,H
Chiavennite,Si
Childrenite,Fe
Childrenite,Al
Childrenite,P
Childrenite,O
Childrenite,H
Chiolite,Na
Chiolite,Al
Chiolite,F
Chkalovite,Na
Chkalovite,Be
Chkalovite,Si
Chkalovite,O
Chladniite,Na
Chladniite,Ca
Chladniite,Mg
Chladniite,P
Chladniite,O
Chlorapatite,Ca
Chlorapatite,P
Chlorapatite,O
Chlorapatite,Cl
Chlorargyrite,Ag
Chlorargyrite,Cl
Chlorartinite,Mg
Chlorartinite,C
Chlorartinite,O
Chlorartinite,Cl
Chlorartinite,H
Chlorbartonite,K
Chlorbartonite,Fe
Chlorbartonite,S
Chlorbartonite,Cl
Chloritoid,Fe
Chloritoid,Al
Chloritoid,O
Chloritoid,Si
Chloritoid,H
Chlormagaluminite,Mg
Chlormagaluminite,Al
Chlormagaluminite,O
Chlormagaluminite,H
Chlormagaluminite,Cl
Chloromenite,Cu
Chloromenite,O
Chloromenite,Se
Chloromenite,Cl
Chlorophoenicite,Mn
Chlorophoenicite,Mg
Chlorophoenicite,Zn
Chlorophoenicite,As
Chlorophoenicite,O
Chlorophoenicite,H
Chlorothionite,K
Chlorothionite,Cu
Chlorothionite,S
Chlorothionite,O
Chlorothionite,Cl
Chloroxiphite,Pb
Chloroxiphite,Cu
Chloroxiphite,O
Chloroxiphite,Cl
Chloroxiphite,H
Choloalite,Pb
Choloalite,Ca
Choloalite,Cu
Choloalite,Sb
Choloalite,Te
Choloalite,O
Choloalite,Cl
Chondrodite,Mg
Chondrodite,Si
Chondrodite,O
Chondrodite,F
Chrisstanleyite,Ag
Chrisstanleyite,Pd
Chrisstanleyite,Se
Christelite,Zn
Christelite,Cu
Christelite,S
Christelite,O
Christelite,H
Christite,Tl
Christite,Hg
Christite,As
Christite,S
Chromatite,Ca
Chromatite,Cr
Chromatite,O
Chrombismite,Bi
Chrombismite,Cr
Chrombismite,O
Chromceladonite,K
Chromceladonite,Mg
Chromceladonite,Cr
Chromceladonite,Si
Chromceladonite,O
Chromceladonite,H
Chromium-dravite,Na
Chromium-dravite,Mg
Chromium-dravite,Cr
Chromium-dravite,Si
Chromium-dravite,O
Chromium-dravite,B
Chromium-dravite,H
Chromferide,Fe
Chromferide,Cr
Chromite,Fe
Chromite,Cr
Chromite,O
Chromium,Cr
Chromphyllite,K
Chromphyllite,Cr
Chromphyllite,Si
Chromphyllite,Al
Chromphyllite,O
Chromphyllite,H
Chrysoberyl,Be
Chrysoberyl,Al
Chrysoberyl,O
Chrysocolla,Cu
Chrysocolla,Al
Chrysocolla,H
Chrysocolla,Si
Chrysocolla,O
Chrysotile,Mg
Chrysotile,Si
Chrysotile,O
Chrysotile,H
Chudobaite,Mg
Chudobaite,As
Chudobaite,O
Chudobaite,H
Chukhrovite-(Ce),Ca
Chukhrovite-(Ce),Ce
Chukhrovite-(Ce),Al
Chukhrovite-(Ce),S
Chukhrovite-(Ce),O
Chukhrovite-(Ce),F
Chukhrovite-(Ce),H
Chukhrovite-(Y),Ca
Chukhrovite-(Y),Y
Chukhrovite-(Y),Al
Chukhrovite-(Y),S
Chukhrovite-(Y),O
Chukhrovite-(Y),F
Chukhrovite-(Y),H
Churchite-(Y),Y
Churchite-(Y),P
Churchite-(Y),O
Churchite-(Y),H
Chursinite,Hg
Chursinite,As
Chursinite,O
Chvaleticeite,Mn
Chvaleticeite,S
Chvaleticeite,O
Chvaleticeite,H
Chvilevaite,Na
Chvilevaite,Cu
Chvilevaite,Fe
Chvilevaite,Zn
Chvilevaite,S
Cianciulliite,Mg
Cianciulliite,Mn
Cianciulliite,Zn
Cianciulliite,O
Cianciulliite,H
Cinnabar,Hg
Cinnabar,S
