mineral_name,mineral_id,ima_chemistry,rruff_chemistry
Ashburtonite,970,HCu<sub>4</sub>Pb<sub>4</sub>Si<sub>4</sub>O<sub>12</sub>(HCO<sub>3</sub>)<sub>4</sub>(OH)<sub>4</sub>Cl,HPb^2+^_4_Cu^2+^_4_(Si_4_O_12_)(HCO_3_)_4_(OH)_4_Cl
Ashcroftine-(Y),971,K<sub>5</sub>Na<sub>5</sub>Y<sub>12</sub>Si<sub>28</sub>O<sub>70</sub>(OH)<sub>2</sub>(CO<sub>3</sub>)<sub>8</sub>·8H<sub>2</sub>O,K_5_Na_5_Y_12_Si_28_O_70_(OH)_2_(CO_3_)_8_·8H_2_O
Ashoverite,972,Zn(OH)<sub>2</sub>,Zn^2+^(OH)_2_
Asisite,973,Pb<sub>7</sub>SiO<sub>8</sub>Cl<sub>2</sub>,Pb_7_SiO_8_Cl_2_
Aspidolite,974,NaMg<sub>3</sub>(Si<sub>3</sub>Al)O<sub>10</sub>(OH)<sub>2</sub>,NaMg_3_(Si_3_Al)O_10_(OH)_2_
Asselbornite,975,Pb(UO<sub>2</sub>)<sub>4</sub>(BiO)<sub>3</sub>(AsO<sub>4</sub>)<sub>2</sub>(OH)<sub>7</sub>·4H<sub>2</sub>O,Pb^2+^(U^6+^O_2_)_4_(Bi^3+^O)_3_(As^5+^O_4_)_2_(OH)_7_·4H_2_O
Astrocyanite-(Ce),976,Cu<sub>2</sub>Ce<sub>2</sub>(UO<sub>2</sub>)(CO<sub>3</sub>)<sub>5</sub>(OH)<sub>2</sub>·1.5H<sub>2</sub>O,Cu^2+^_2_Ce^3+^_2_(U^6+^O_2_)(CO_3_)_5_(OH)_2_·1.5H_2_O
Astrophyllite,977,K<sub>2</sub>NaFe^2+^<sub>7</sub>Ti<sub>2</sub>Si<sub>8</sub>O<sub>26</sub>(OH)<sub>4</sub>F,K_2_NaFe^2+^_7_Ti^4+^_2_(Si_4_O_12_)_2_O_2_(OH)_4_F
Atacamite,978,Cu<sub>2</sub>Cl(OH)<sub>3</sub>,Cu^2+^_2_Cl(OH)_3_
Atelestite,979,Bi<sub>2</sub>O(AsO<sub>4</sub>)(OH),Bi^3+^_2_O(As^5+^O_4_)(OH)
Athabascaite,980,Cu<sub>5</sub>Se<sub>4</sub>,Cu_5_Se_4_
Atheneite,981,Pd<sub>2</sub>(As<sub>0.75</sub>Hg<sub>0.25</sub>),Pd_2_(As_0.75_Hg_0.25_)
Atlasovite,982,Cu^2+^<sub>6</sub>Fe^3+^Bi^3+^O<sub>4</sub>(SO<sub>4</sub>)<sub>5</sub>·KCl,Cu^2+^_6_Fe^3+^Bi^3+^O_4_(SO_4_)_5_·KCl
Atokite,983,Pd<sub>3</sub>Sn,Pd_3_Sn
Attakolite,984,CaMn^2+^Al<sub>4</sub>(HSiO<sub>4</sub>)(PO<sub>4</sub>)<sub>3</sub>(OH)<sub>4</sub>,CaMn^2+^Al_4_(HSiO_4_)(PO_4_)_3_(OH)_4_
Aubertite,985,Cu^2+^Al(SO<sub>4</sub>)<sub>2</sub>Cl·14H<sub>2</sub>O,Cu^2+^Al(SO_4_)_2_Cl·14H_2_O
Augelite,986,Al<sub>2</sub>(PO<sub>4</sub>)(OH)<sub>3</sub>,Al_2_PO_4_(OH)_3_
Augite,987,"(Ca,Mg,Fe)<sub>2</sub>Si<sub>2</sub>O<sub>6</sub>","(Ca,Mg,Fe^2+^,Fe^3+^)_2_(Si,Al)_2_O_6_"
Aurichalcite,988,"(Zn,Cu)<sub>5</sub>(CO<sub>3</sub>)<sub>2</sub>(OH)<sub>6</sub>",Zn^2+^_5_(CO_3_)_2_(OH)_6_
Auricupride,989,Cu<sub>3</sub>Au,Cu_3_Au
Aurorite,990,"(Mn^2+^,Ag,Ca)Mn^4+^<sub>3</sub>O<sub>7</sub>·3H<sub>2</sub>O","(Mn^2+^,Ag^1+^,Ca)Mn^4+^_3_O_7_·3H_2_O"
Aurostibite,991,AuSb<sub>2</sub>,AuSb_2_
Austinite,992,CaZn(AsO<sub>4</sub>)(OH),CaZn^2+^As^5+^O_4_(OH)
Autunite,993,Ca(UO<sub>2</sub>)<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>·10-12H<sub>2</sub>O,Ca(UO_2_)_2_(PO_4_)_2_·10-12H_2_O
Averievite,994,Cu<sub>5</sub>O<sub>2</sub>(VO<sub>4</sub>)<sub>2</sub>·CuCl<sub>2</sub>,Cu^2+^_5_O_2_(V^5+^O_4_)_2_·Cu^2+^Cl^1-^_2_
Avicennite,995,Tl<sub>2</sub>O<sub>3</sub>,Tl^3+^_2_O_3_
Avogadrite,996,KBF<sub>4</sub>,KBF_4_
Awaruite,997,Ni<sub>3</sub>Fe,Ni_3_Fe
Azurite,999,Cu<sub>3</sub>(CO<sub>3</sub>)<sub>2</sub>(OH)<sub>2</sub>,Cu^2+^_3_(CO_3_)_2_(OH)_2_
Babefphite,1000,BaBe(PO<sub>4</sub>)F,BaBePO_4_F
Babingtonite,1001,Ca<sub>2</sub>Fe^2+^Fe^3+^Si<sub>5</sub>O<sub>14</sub>(OH),Ca_2_Fe^2+^Fe^3+^Si_5_O_14_(OH)
Babkinite,1002,"Pb<sub>2</sub>Bi<sub>2</sub>(S,Se)<sub>3</sub>",Pb_2_Bi_2_S_3_
Baddeleyite,1003,ZrO<sub>2</sub>,Zr^4+^O_2_
Bafertisite,1004,Ba<sub>2</sub>Fe^2+^<sub>4</sub>Ti<sub>2</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>O<sub>2</sub>(OH)<sub>2</sub>F<sub>2</sub>,Ba_2_Fe^2+^_4_Ti^4+^_2_(Si_2_O_7_)_2_O_2_(OH)_2_F_2_
Baghdadite,1005,Ca<sub>6</sub>Zr<sub>2</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>O<sub>4</sub>,Ca_3_Zr^4+^(Si_2_O_7_)O_2_
Bahianite,1006,Al<sub>5</sub>Sb^5+^<sub>3</sub>O<sub>14</sub>(OH)<sub>2</sub>,Al_5_Sb^5+^_3_O_14_(OH)_2_
Baileychlore,1007,"(Zn,Fe^2+^,Al,Mg)<sub>6</sub>(Si,Al)<sub>4</sub>O<sub>10</sub>(OH)<sub>8</sub>",Zn^2+^_5_Al(Si_3_Al)O_10_(OH)_8_
Bakhchisaraitsevite,1009,Na<sub>2</sub>Mg<sub>5</sub>(PO<sub>4</sub>)<sub>4</sub>·7H<sub>2</sub>O,Na_2_Mg_5_(PO_4_)_4_·7H_2_O
Baksanite,1010,Bi<sub>6</sub>Te<sub>2</sub>S<sub>3</sub>,Bi_6_Te_2_S_3_
Balangeroite,1011,Mg<sub>21</sub>Si<sub>8</sub>O<sub>27</sub>(OH)<sub>20</sub>,Mg_21_Si_8_O_27_(OH)_20_
Balipholite,1012,LiBaMg<sub>2</sub>Al<sub>3</sub>(Si<sub>2</sub>O<sub>6</sub>)<sub>2</sub>(OH)<sub>8</sub>,LiBaMg_2_Al_3_(Si_2_O_6_)_2_(OH)_8_
Balkanite,1013,Ag<sub>5</sub>Cu<sub>9</sub>HgS<sub>8</sub>,Ag_5_Cu_9_HgS_8_
Balyakinite,1014,Cu^2+^(Te^4+^O<sub>3</sub>),Cu^2+^Te^4+^O_3_
Bambollaite,1015,"Cu(Se,Te)<sub>2</sub>",CuSe_2_
Banalsite,1017,Na<sub>2</sub>BaAl<sub>4</sub>Si<sub>4</sub>O<sub>16</sub>,Na_2_BaAl_4_Si_4_O_16_
Bandylite,1018,CuB(OH)<sub>4</sub>Cl,Cu^2+^B(OH)_4_Cl
Bannermanite,1019,"(Na,K)_x_V^4+^_x_V^5+^_6-x_O<sub>15</sub> (0.5<x<0.9)","(Na,K)_x_V^4+^_x_V^5+^_6-x_O_15_ (0.5<x<0.9)"
Baotite,1020,"Ba<sub>4</sub>(Ti,Nb,W)<sub>8</sub>O<sub>16</sub>(SiO<sub>3</sub>)<sub>4</sub>Cl","Ba_4_(Ti^4+^,Nb^5+^,W^6+^)_8_O_16_(SiO_3_)_4_Cl"
Bararite,1021,(NH<sub>4</sub>)<sub>2</sub>SiF<sub>6</sub>,(N^3-^H_4_)_2_SiF_6_
Baratovite,1022,KLi<sub>3</sub>Ca<sub>7</sub>Ti<sub>2</sub>(SiO<sub>3</sub>)<sub>12</sub>F<sub>2</sub>,KLi_3_Ca_7_Ti^4+^_2_(SiO_3_)_12_F_2_
Barberiite,1023,(NH<sub>4</sub>)BF<sub>4</sub>,N^3-^H_4_BF_4_
Barbosalite,1025,Fe^2+^Fe^3+^<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>,Fe^2+^Fe^3+^_2_(PO_4_)_2_(OH)_2_
Barentsite,1026,Na<sub>7</sub>Al(HCO<sub>3</sub>)<sub>2</sub>(CO<sub>3</sub>)<sub>2</sub>F<sub>4</sub>,Na_7_Al(CO_3_)_2_(HCO_3_)_2_F_4_
Baricite,1028,"(Mg,Fe)<sub>3</sub>(PO<sub>4</sub>)<sub>2</sub>·8H<sub>2</sub>O",Mg_3_(PO_4_)_2_·8H_2_O
Bario-orthojoaquinite,1029,Ba<sub>4</sub>Fe^2+^<sub>2</sub>Ti<sub>2</sub>O<sub>2</sub>(SiO<sub>3</sub>)<sub>8</sub>·H<sub>2</sub>O,Ba_4_Fe^2+^_2_Ti^4+^_2_O_2_(SiO_3_)_8_·H_2_O
Bariosincosite,1032,Ba(VO)<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>·4H<sub>2</sub>O,Ba(V^4+^O)_2_(P^5+^O_4_)_2_·4H_2_O
Baryte,1033,Ba(SO<sub>4</sub>),BaSO_4_
Bariopharmacosiderite,1035,Ba<sub>0.5</sub>Fe^3+^<sub>4</sub>(AsO<sub>4</sub>)<sub>3</sub>(OH)<sub>4</sub>·5H<sub>2</sub>O,Ba_0.5_Fe^3+^_4_(As^5+^O_4_)_3_(OH)_4_·5H_2_O
Barnesite,1036,Na<sub>2</sub>V^5+^<sub>6</sub>O<sub>16</sub>·3H<sub>2</sub>O,Na_2_V^5+^_6_O_16_·3H_2_O
Barrerite,1038,Na<sub>2</sub>(Si<sub>7</sub>Al<sub>2</sub>)O<sub>18</sub>·6H<sub>2</sub>O,Na_2_(Al_2_Si_7_)O_18_·6H_2_O
Barringerite,1039,"(Fe,Ni)<sub>2</sub>P",Fe_2_P
Barroisite,1041,[box](NaCa)(Mg<sub>3</sub>Al<sub>2</sub>)(Si<sub>7</sub>Al)O<sub>22</sub>(OH)<sub>2</sub>,[box]NaCa[Mg_3_Al_2_](Si_7_Al)O_22_(OH)_2_
Barstowite,1042,Pb<sub>4</sub>(CO<sub>3</sub>)Cl<sub>6</sub>·H<sub>2</sub>O,Pb_4_CO_3_Cl_6_·H_2_O
Bartelkeite,1043,PbFe^2+^Ge(Ge<sub>2</sub>O<sub>7</sub>)(OH)<sub>2</sub>·H<sub>2</sub>O,Pb^2+^Fe^2+^Ge(Ge_2_O_7_)(OH)_2_·H_2_O
Bartonite,1044,K<sub>6</sub>Fe<sub>20</sub>S<sub>26</sub>S,K_6_Fe_20_S_26_S
Barylite,1045,BaBe<sub>2</sub>Si<sub>2</sub>O<sub>7</sub>,BaBe_2_Si_2_O_7_
Barysilite,1046,Pb<sub>8</sub>Mn(Si<sub>2</sub>O<sub>7</sub>)<sub>3</sub>,Pb^2+^_8_Mn^2+^(Si_2_O_7_)_3_
Barytocalcite,1047,BaCa(CO<sub>3</sub>)<sub>2</sub>,BaCa(CO_3_)_2_
Barytolamprophyllite,1048,(BaK)Ti<sub>2</sub>Na<sub>3</sub>Ti(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>O<sub>2</sub>(OH)<sub>2</sub>,(BaK)Ti^4+^_2_Na_3_Ti^4+^(Si_2_O_7_)_2_O_2_(OH)_2_
Bassanite,1050,Ca(SO<sub>4</sub>)·0.5H<sub>2</sub>O,CaSO_4_·0.5H_2_O
Bassetite,1051,Fe^2+^(UO<sub>2</sub>)<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>(H<sub>2</sub>O)<sub>10</sub>,Fe^2+^(U^6+^O_2_)_2_(PO_4_)_2_(H_2_O)_10_
Bastnasite-(La),1053,La(CO<sub>3</sub>)F,LaCO_3_F
Bastnasite-(Y),1054,Y(CO<sub>3</sub>)F,YCO_3_F
Batiferrite,1055,BaTi<sub>2</sub>Fe^3+^<sub>8</sub>Fe^2+^<sub>2</sub>O<sub>19</sub>,BaTi^4+^_2_Fe^3+^_8_Fe^2+^_2_O_19_
Batisite,1056,Na<sub>2</sub>BaTi<sub>2</sub>O<sub>2</sub>(Si<sub>2</sub>O<sub>6</sub>)<sub>2</sub>,Na_2_BaTi^4+^_2_(Si_4_O_12_)O_2_
Baumhauerite,1057,Pb<sub>12</sub>As<sub>16</sub>S<sub>36</sub>,Pb_12_As_16_S_36_
Argentobaumhauerite,1058,Ag<sub>1.5</sub>Pb<sub>22</sub>As<sub>33.5</sub>S<sub>72</sub>,Ag_1.5_Pb_22_As_33.5_S_72_
Baumstarkite,1059,Ag<sub>3</sub>Sb<sub>3</sub>S<sub>6</sub>,Ag_3_Sb_3_S_6_
Bauranoite,1060,BaU<sub>2</sub>O<sub>7</sub>·4-5H<sub>2</sub>O,BaU_2_O_7_·4-5H_2_O
Bavenite,1061,Ca<sub>4</sub>Be_2+x_Al_2-x_Si<sub>9</sub>O_26-x_(OH)_2+x_ (x = 0 to 1),Ca_4_Be_2+x_Al_2-x_Si_9_O_26-x_(OH)_2+x_ (x = 0 to 1)
Bayerite,1062,Al(OH)<sub>3</sub>,Al(OH)_3_
Bayldonite,1063,Cu<sub>3</sub>PbO(AsO<sub>3</sub>OH)<sub>2</sub>(OH)<sub>2</sub>,Cu^2+^_3_Pb^2+^O(As^5+^O_3_OH)_2_(OH)_2_
Bayleyite,1064,Mg<sub>2</sub>(UO<sub>2</sub>)(CO<sub>3</sub>)<sub>3</sub>·18H<sub>2</sub>O,Mg_2_(UO_2_)(CO_3_)_3_·18H_2_O
Baylissite,1065,K<sub>2</sub>Mg(CO<sub>3</sub>)<sub>2</sub>·4H<sub>2</sub>O,K_2_Mg(CO_3_)_2_·4H_2_O
Bazhenovite,1066,Ca<sub>8</sub>S<sub>5</sub>(S<sub>2</sub>O<sub>3</sub>)(OH)<sub>12</sub>·20H<sub>2</sub>O,Ca_8_S_5_(S_2_O_3_)(OH)_12_·20H_2_O
Bazirite,1067,BaZrSi<sub>3</sub>O<sub>9</sub>,BaZr^4+^Si_3_O_9_
Bazzite,1068,"Be<sub>3</sub>(Sc,Fe^3+^,Mg)<sub>2</sub>Si<sub>6</sub>O<sub>18</sub>·Na<sub>0.32</sub>·nH<sub>2</sub>O","Be_3_(Sc^3+^,Fe^3+^,Mg)_2_Si_6_O_18_·Na_0.32_·nH_2_O"
Bearsite,1069,Be<sub>2</sub>(AsO<sub>4</sub>)(OH)·4H<sub>2</sub>O,Be_2_As^5+^O_4_(OH)·4H_2_O
Bearthite,1070,Ca<sub>2</sub>Al(PO<sub>4</sub>)<sub>2</sub>(OH),Ca_2_Al(PO_4_)_2_OH
Beaverite-(Cu),1071,Pb(Fe^3+^<sub>2</sub>Cu)(SO<sub>4</sub>)<sub>2</sub>(OH)<sub>6</sub>,PbCu^2+^Fe^3+^_2_(SO_4_)_2_(OH)_6_
Bechererite,1072,Zn<sub>7</sub>Cu(OH)<sub>13</sub>[SiO(OH)<sub>3</sub>(SO<sub>4</sub>)],Zn^2+^_7_Cu^2+^(OH)_13_[SiO(OH)_3_S^6+^O_4_]
Becquerelite,1073,Ca(UO<sub>2</sub>)<sub>6</sub>O<sub>4</sub>(OH)<sub>6</sub>·8H<sub>2</sub>O,Ca(UO_2_)_6_O_4_(OH)_6_·8H_2_O
Bederite,1074,Ca<sub>2</sub>Mn^2+^<sub>4</sub>Fe^3+^<sub>2</sub>(PO<sub>4</sub>)<sub>6</sub>·2H<sub>2</sub>O,Ca_2_Mn^2+^_4_Fe^3+^_2_(PO_4_)_6_·2H_2_O
Behierite,1075,Ta(BO<sub>4</sub>),TaBO_4_
Behoite,1076,Be(OH)<sub>2</sub>,Be(OH)_2_
Beidellite,1077,"(Na,Ca)<sub>0.3</sub>Al<sub>2</sub>(Si,Al)<sub>4</sub>O<sub>10</sub>(OH)<sub>2</sub>·nH<sub>2</sub>O","(Na,Ca)_0.3_Al_2_(Si,Al)_4_O_10_(OH)_2_·nH_2_O"
Belendorffite,1078,Cu<sub>7</sub>Hg<sub>6</sub>,Cu_7_Hg_6_
Belkovite,1079,Ba<sub>3</sub>Nb<sub>6</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>O<sub>12</sub>,Ba_3_Nb^5+^_6_(Si_2_O_7_)_2_O_12_
Bellbergite,1080,"(K,Ba,Sr)<sub>2</sub>Sr<sub>2</sub>Ca<sub>2</sub>(Ca,Na)<sub>4</sub>(Si,Al)<sub>36</sub>O<sub>72</sub>·30H<sub>2</sub>O","(K,Ba,Sr)_2_Sr_2_Ca_2_(Ca,Na)_4_(Si,Al)_36_O_72_·30H_2_O"
Bellidoite,1081,Cu<sub>2</sub>Se,Cu_2_Se
Bellingerite,1082,Cu<sub>3</sub>(IO<sub>3</sub>)<sub>6</sub>·2H<sub>2</sub>O,Cu^2+^_3_(I^5+^O_3_)_6_·2H_2_O
Belloite,1083,Cu(OH)Cl,Cu^2+^(OH)Cl
Belovite-(La),1084,NaLaSr<sub>3</sub>(PO<sub>4</sub>)<sub>3</sub>F,NaLaSr_3_(PO_4_)_3_F
Bementite,1085,Mn<sub>7</sub>Si<sub>6</sub>O<sub>15</sub>(OH)<sub>8</sub>,Mn^2+^_7_Si_6_O_15_(OH)_8_
Benauite,1086,SrFe^3+^<sub>3</sub>(PO<sub>4</sub>)(PO<sub>3</sub>OH)(OH)<sub>6</sub>,SrFe^3+^_3_(PO_4_)(PO_3_OH)(OH)_6_
Benavidesite,1087,Pb<sub>4</sub>MnSb<sub>6</sub>S<sub>14</sub>,Pb^2+^_4_Mn^2+^Sb^3+^_6_S^2-^_14_
Benitoite,1088,BaTiSi<sub>3</sub>O<sub>9</sub>,BaTi^4+^Si_3_O_9_
Benjaminite,1089,Ag<sub>3</sub>Bi<sub>7</sub>S<sub>12</sub>,Ag_3_Bi_7_S_12_
Benleonardite,1090,"Ag<sub>15</sub>Cu(Sb,As)<sub>2</sub>S<sub>7</sub>Te<sub>4</sub>","Ag_15_Cu(Sb,As)_2_S_7_Te_4_"
Benstonite,1091,Ba<sub>6</sub>Ca<sub>6</sub>Mg(CO<sub>3</sub>)<sub>13</sub>,Ba_6_Ca_6_Mg(CO_3_)_13_
Bentorite,1092,Ca<sub>6</sub>Cr<sub>2</sub>(SO<sub>4</sub>)<sub>3</sub>(OH)<sub>12</sub>·26H<sub>2</sub>O,Ca_6_Cr^3+^_2_(S^6+^O_4_)_3_(OH)_12_·26H_2_O
Benyacarite,1093,KTiMn^2+^<sub>2</sub>Fe^3+^<sub>2</sub>(PO<sub>4</sub>)<sub>4</sub>OF·15H<sub>2</sub>O,KTi^4+^Mn^2+^_2_Fe^3+^_2_(PO_4_)_4_OF·15H_2_O
Beraunite,1094,Fe^2+^Fe^3+^<sub>5</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>5</sub>·6H<sub>2</sub>O,Fe^2+^Fe^3+^_5_(PO_4_)_4_(OH)_5_·6H_2_O
Berborite,1095,Be<sub>2</sub>(BO<sub>3</sub>)(OH)·H<sub>2</sub>O,Be_2_BO_3_(OH)·H_2_O
Berdesinskiite,1096,V^3+^<sub>2</sub>TiO<sub>5</sub>,V^3+^_2_Ti^4+^O_5_
Berezanskite,1097,KTi<sub>2</sub>Li<sub>3</sub>Si<sub>12</sub>O<sub>30</sub>,KTi^4+^_2_(Li_3_Si_12_)O_30_
Bergenite,1098,Ca<sub>2</sub>Ba<sub>4</sub>(UO<sub>2</sub>)<sub>9</sub>O<sub>6</sub>(PO<sub>4</sub>)<sub>6</sub>·16H<sub>2</sub>O,Ca_2_Ba_4_(UO_2_)_9_O_6_(PO_4_)_6_·16H_2_O
Bergslagite,1099,CaBe(AsO<sub>4</sub>)(OH),CaBe(As^5+^O_4_)(OH)
Berlinite,1100,Al(PO<sub>4</sub>),AlPO_4_
Bermanite,1101,Mn^2+^Mn^3+^<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>·4H<sub>2</sub>O,Mn^2+^Mn^3+^_2_(PO_4_)_2_(OH)_2_·4H_2_O
Bernalite,1102,Fe(OH)<sub>3</sub>,Fe^3+^(OH)_3_
Bernardite,1103,TlAs<sub>5</sub>S<sub>8</sub>,Tl^1+^As^3+^_5_S^2-^_8_
Berndtite,1104,SnS<sub>2</sub>,SnS_2_
Berryite,1105,Cu<sub>3</sub>Ag<sub>2</sub>Pb<sub>3</sub>Bi<sub>7</sub>S<sub>16</sub>,Cu_3_Ag_2_Pb_3_Bi_7_S_16_
Berthierine,1106,"(Fe^2+^,Fe^3+^,Al)<sub>3</sub>(Si,Al)<sub>2</sub>O<sub>5</sub>(OH)<sub>4</sub>","(Fe^2+^,Fe^3+^,Al)_3_(Si,Al)_2_O_5_(OH)_4_"
Berthierite,1107,FeSb<sub>2</sub>S<sub>4</sub>,Fe^2+^Sb^3+^_2_S^2-^_4_
Bertossaite,1108,Li<sub>2</sub>CaAl<sub>4</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>4</sub>,Li_2_CaAl_4_(PO_4_)_4_(OH)_4_
Bertrandite,1109,Be<sub>4</sub>Si<sub>2</sub>O<sub>7</sub>(OH)<sub>2</sub>,Be_4_Si_2_O_7_(OH)_2_
Beryl,1110,Be<sub>3</sub>Al<sub>2</sub>Si<sub>6</sub>O<sub>18</sub>,Be_3_Al_2_Si_6_O_18_
Beryllite,1111,Be<sub>3</sub>(SiO<sub>4</sub>)(OH)<sub>2</sub>·H<sub>2</sub>O,Be_3_SiO_4_(OH)_2_·H_2_O
Beryllonite,1112,NaBe(PO<sub>4</sub>),NaBePO_4_
Berzelianite,1113,Cu_2-x_Se (x ≈ 0.12),Cu_2-x_Se (x ≈ 0.12)
Berzeliite,1114,(NaCa<sub>2</sub>)Mg<sub>2</sub>(AsO<sub>4</sub>)<sub>3</sub>,NaCa_2_Mg_2_(As^5+^O_4_)_3_
Betekhtinite,1116,"(Cu,Fe)<sub>21</sub>Pb<sub>2</sub>S<sub>15</sub>","(Cu,Fe)_21_Pb_2_S_15_"
Betpakdalite-CaCa,1117,[Ca<sub>2</sub>(H<sub>2</sub>O)<sub>17</sub>Ca(H<sub>2</sub>O)<sub>6</sub>][Mo^6+^<sub>8</sub>As^5+^<sub>2</sub>Fe^3+^<sub>3</sub>O<sub>36</sub>(OH)],[Ca_2_(H_2_O)_17_Ca(H_2_O)_6_][Mo^6+^_8_As^5+^_2_Fe^3+^_3_O_36_(OH)]
Beudantite,1118,PbFe^3+^<sub>3</sub>(AsO<sub>4</sub>)(SO<sub>4</sub>)(OH)<sub>6</sub>,Pb^2+^Fe^3+^_3_(As^5+^O_4_)(S^6+^O_4_)(OH)_6_
Beusite,1119,Mn^2+^Mn^2+^<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>,Mn^2+^Mn^2+^_2_(P^5+^O_4_)_2_
Beyerite,1120,CaBi<sub>2</sub>O<sub>2</sub>(CO<sub>3</sub>)<sub>2</sub>,CaBi_2_O_2_(CO_3_)_2_
Bezsmertnovite,1121,"(Au,Ag)<sub>4</sub>Cu(Te,Pb)","(Au,Ag)_4_Cu(Te,Pb)"
Bianchite,1122,Zn(SO<sub>4</sub>)·6H<sub>2</sub>O,Zn^2+^S^6+^O_4_·6H_2_O
Bicchulite,1123,Ca<sub>2</sub>Al<sub>2</sub>SiO<sub>6</sub>(OH)<sub>2</sub>,Ca_2_Al_2_SiO_6_(OH)_2_
Bideauxite,1124,AgPb<sub>2</sub>F<sub>2</sub>Cl<sub>3</sub>,AgPb_2_F_2_Cl_3_
Bieberite,1125,Co(SO<sub>4</sub>)·7H<sub>2</sub>O,Co^2+^S^6+^O_4_·7H_2_O
Bigcreekite,1126,BaSi<sub>2</sub>O<sub>5</sub>·4H<sub>2</sub>O,BaSi_2_O_5_·4H_2_O
Bijvoetite-(Y),1127,Y<sub>8</sub>(UO<sub>2</sub>)<sub>16</sub>O<sub>8</sub>(CO<sub>3</sub>)<sub>16</sub>(OH)<sub>8</sub>·39H<sub>2</sub>O,Y_8_(UO_2_)_16_O_8_(CO_3_)_16_(OH)_8_·39H_2_O
Bikitaite,1128,LiAlSi<sub>2</sub>O<sub>6</sub>·H<sub>2</sub>O,LiAlSi_2_O_6_·H_2_O
Bilibinskite,1129,PbAu<sub>3</sub>Cu<sub>2</sub>Te<sub>2</sub>,PbAu_3_Cu_2_Te_2_
Bilinite,1130,Fe^2+^Fe^3+^<sub>2</sub>(SO<sub>4</sub>)<sub>4</sub>·22H<sub>2</sub>O,Fe^2+^Fe^3+^_2_(S^6+^O_4_)_4_·22H_2_O
Billietite,1131,Ba(UO<sub>2</sub>)<sub>6</sub>O<sub>4</sub>(OH)<sub>6</sub>·8H<sub>2</sub>O,Ba(UO_2_)_6_O_4_(OH)_6_·8H_2_O
Billingsleyite,1132,Ag<sub>7</sub>AsS<sub>6</sub>,Ag_7_AsS_6_
Bindheimite,1133,Pb<sub>2</sub>Sb^5+^<sub>2</sub>O<sub>7</sub>,Pb_2_Sb^5+^_2_O_7_
Biphosphammite,1134,"(NH<sub>4</sub>,K)H<sub>2</sub>(PO<sub>4</sub>)",H_2_(N^3-^H_4_)PO_4_
Biringuccite,1135,Na<sub>2</sub>B<sub>5</sub>O<sub>8</sub>(OH)·H<sub>2</sub>O,Na_2_B_5_O_8_(OH)·H_2_O
Birnessite,1136,"(Na,Ca,K)<sub>0.6</sub>(Mn^4+^,Mn^3+^)<sub>2</sub>O<sub>4</sub>·1.5H<sub>2</sub>O","(Na,Ca,K)_0.6_(Mn^4+^,Mn^3+^)_2_O_4_·1.5H_2_O"
Bischofite,1137,MgCl<sub>2</sub>·6H<sub>2</sub>O,MgCl_2_·6H_2_O
Bismite,1138,Bi<sub>2</sub>O<sub>3</sub>,Bi_2_O_3_
Bismoclite,1139,BiOCl,BiOCl
Bismuth,1140,Bi,Bi
Bismuthinite,1141,Bi<sub>2</sub>S<sub>3</sub>,Bi_2_S_3_
Bismutite,1142,Bi<sub>2</sub>O<sub>2</sub>(CO<sub>3</sub>),Bi_2_O_2_(CO_3_)
Bismutocolumbite,1143,BiNbO<sub>4</sub>,Bi^3+^Nb^5+^O_4_
Bismutoferrite,1144,Fe^3+^<sub>2</sub>Bi(SiO<sub>4</sub>)<sub>2</sub>(OH),Fe^3+^_2_Bi(SiO_4_)_2_(OH)
Bismutohauchecornite,1145,Ni<sub>9</sub>Bi<sub>2</sub>S<sub>8</sub>,Ni_9_Bi_2_S_8_
Bismutostibiconite,1148,"(Bi,Fe^3+^,[box])<sub>2</sub>Sb^5+^<sub>2</sub>O<sub>7</sub>","(Bi^3+^,Fe^3+^,[box])_2_Sb^5+^_2_O_7_"
Bismutotantalite,1149,BiTaO<sub>4</sub>,Bi^3+^Ta^5+^O_4_
Bityite,1150,CaLiAl<sub>2</sub>(Si<sub>2</sub>BeAl)O<sub>10</sub>(OH)<sub>2</sub>,CaLiAl_2_(Si_2_BeAl)O_10_(OH)_2_
Bixbyite,1151,Mn^3+^<sub>2</sub>O<sub>3</sub>,Mn^3+^_2_O_3_
